@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R195-weka.filters.unsupervised.attribute.Remove-R207-weka.filters.unsupervised.attribute.Remove-R219-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute MedianDeviation numeric
@attribute StandardDeviation numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier5 numeric
@attribute fourier7 numeric
@attribute fourier9 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKCorrelation0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumAverage135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc37 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.706242,0.255824,0.29707,934,321,1,1,313,0.164032,0.080763,0.035746,0.007575,428907,17622,7689,5268,5022,4428,2873,2390,906,296,214,348,133,122,0.000391,-0.699381,0.996733,86370.6,49.6721,1.29519,0.001583,908.228,70.962,17370,16349,2199,983,207,17,508,1391,99,58,107,313,4751,6952,4,10163,144,12,316,0,527007,7319,151,2343,183,211,952,173,531758,Acer-monspessulanum
0.807386,0.301799,0.323508,1217,412,0,2,400,0.230902,0.075799,0.047165,0.008837,345326,8314,10336,11547,8036,5373,1969,1067,796,281,225,477,399,554,0.000177,-0.513434,0.890545,106066,48.6821,1.05708,0.03703,915.498,73.144,18825,4133,1028,399,278,414,1233,1407,417,24,0,982,4858,25223,0,1571,8,105,158,11,374566,27264,0,1036,53,279,33,12,379424,Acer-monspessulanum
0.771777,0.269129,0.293652,850,536,1,1,528,0.127397,0.101664,0.057974,0.004941,335483,12501,13762,13082,7686,4869,1677,1112,826,286,217,608,360,142,0.000178,-0.534269,0.911809,104980,35.2241,1.0864,0.033378,909.186,56.9917,17041,5979,960,421,26,266,1452,1408,307,44,0,876,4722,46761,0,3079,17,1219,180,1,372195,10675,0,977,73,27,10,4,376917,Acer-monspessulanum
0.817399,0.35566,0.377232,1259,388,1,1,380,0.157727,0.048301,0.072461,0.012172,315622,13626,15685,14222,7812,4439,1602,936,573,393,322,598,507,589,0.000172,-0.521752,0.902774,105670,59.9112,1.08791,0.035192,906.285,85.2652,13079,4661,1066,401,743,43,526,1264,375,61,10,419,4812,49299,48,1950,4,13,88,0,359264,11967,353,1070,57,993,667,29,364076,Acer-monspessulanum
0.740332,0.348623,0.384985,1215,323,0,1,313,0.104663,0.016591,0.05334,0.030927,179981,17506,15651,13628,7832,4847,1995,1272,782,439,308,581,560,684,0.000192,-0.561451,0.955326,104730,72.5926,1.3043,0.020125,923.91,104.845,10607,4342,713,189,101,346,1108,949,263,12,0,743,4423,24550,0,1490,2,15,119,3,276916,12087,13,715,88,101,53,9,281339,Acer-monspessulanum
0.676635,0.323904,0.364528,1329,296,1,0,290,0.11392,0.04185,0.057463,0.025566,294740,12900,14164,12070,5502,3224,1263,918,773,354,266,722,460,821,0.000202,-0.539459,0.880278,105558,66.3323,0.856762,0.038977,938.816,92.9037,9501,2127,1023,284,796,47,783,1209,263,90,1,411,4584,29157,0,751,111,3,22,1,345580,14716,38,1134,49,933,840,30,350164,Acer-monspessulanum
0.691631,0.274764,0.301162,940,542,1,0,536,0.136756,0.05525,0.048848,0.014514,344154,15247,17658,17525,10273,6361,2270,1481,778,369,314,514,340,1121,0.000116,-0.537664,0.956526,111669,55.8562,1.4931,0.021249,835.534,89.5693,9586,2618,1248,228,142,620,975,1601,339,63,3,539,4947,3470,1,901,22,118,212,4,378676,108416,33,1270,156,146,25,27,383623,Acer-monspessulanum
0.752727,0.220555,0.261439,954,631,1,1,623,0.246456,0.110896,0.073337,0.021533,403806,14256,16678,16894,10340,5903,2086,1216,749,339,328,735,315,163,0.000143,-0.539149,0.934037,107048,36.4546,1.26029,0.031262,869.458,62.8027,26638,4804,1232,394,1081,258,988,1493,313,69,24,1154,5404,33021,0,2372,48,113,433,126,426849,53812,20,1280,27,1736,1863,9,432253,Acer-monspessulanum
0.574102,0.204003,0.237241,761,549,2,1,543,0.248977,0.131698,0.008476,0.009709,395645,13482,8461,7278,7202,6493,4412,4007,1327,386,280,467,176,187,0.000252,-0.645693,0.993809,95994.6,64.0379,1.58329,0.004833,915.499,97.4519,25685,28624,3207,2933,215,62,1026,1357,136,36,208,461,4971,9880,4,15122,178,25,473,1,462722,4429,233,3385,848,219,493,155,467693,Acer-monspessulanum
0.636464,0.26579,0.297095,1033,443,0,1,433,0.134314,0.144325,0.028698,0.009834,250041,45828,25513,14957,8360,4863,1855,1224,742,280,309,642,342,97,0.000151,-0.583437,0.98979,106053,40.6662,1.77289,0.002872,876.582,63.6133,12883,3831,1507,419,272,89,723,2008,615,46,6,956,4950,8627,1057,1094,378,37,2151,146,406818,68876,1762,1885,6,352,358,26,411768,Acer-monspessulanum
0.793265,0.327885,0.346312,1178,368,0,0,360,0.136903,0.012819,0.053412,0.014359,200440,20942,19406,15411,7499,4478,1775,1361,796,490,479,738,458,608,0.000169,-0.565182,0.961267,106081,66.4467,1.34675,0.018145,905.248,94.0826,13357,3697,988,272,321,441,947,1248,312,74,0,540,4507,17874,0,1690,44,62,77,0,298427,27891,57,1032,90,328,481,11,302934,Acer-monspessulanum
0.762672,0.288814,0.320141,1173,305,1,1,297,0.196198,0.06552,0.054178,0.016,279891,10968,13298,13381,8050,4737,1738,1071,596,438,362,802,538,611,0.000179,-0.51497,0.882774,106487,64.8597,0.992475,0.037556,920.125,90.295,13953,2506,836,318,312,104,806,978,333,60,0,450,4424,29507,0,654,57,9,6,5,334941,19655,10,893,99,314,232,9,339365,Acer-monspessulanum
0.70873,0.249503,0.28302,897,610,3,0,608,0.155053,0.128732,0.032733,0.001259,431956,10910,13344,13808,9179,5861,2374,1382,765,280,264,557,539,492,0.000146,-0.524273,0.911763,108869,45.1526,1.14016,0.034613,887.519,72.0863,17283,3722,1474,363,243,36,543,1837,324,51,12,576,5244,12102,957,1777,76,18,541,13,451691,73612,1718,1550,13,334,376,35,456935,Acer-monspessulanum
0.609745,0.222265,0.262018,1169,473,3,0,471,0.189581,0.175208,0.011607,0.002148,233603,64050,34469,19421,10866,6739,2485,1711,741,324,294,574,382,164,0.000132,-0.563014,0.992672,105288,39.3791,2.03315,0.001179,834.411,66.3155,17841,3927,1686,425,60,1,579,2676,652,160,7,1270,5464,10730,1535,1303,561,19,3316,126,439785,98657,2290,2247,3,64,151,23,445249,Acer-monspessulanum
0.630124,0.258549,0.297558,1102,502,1,1,494,0.1885,0.158407,0.010781,0.007284,393219,14648,16237,16142,10256,6769,2630,1698,936,325,274,596,370,198,0.000133,-0.562187,0.958171,108576,43.6996,1.38505,0.022187,858.049,67.4745,23552,5610,1478,494,375,443,1134,1731,367,90,5,912,5180,22437,3,2268,136,63,759,19,422136,73578,52,1614,34,405,13,15,427316,Acer-monspessulanum
0.896502,0.207692,0.24559,852,589,0,0,581,0.076328,0.09407,0.075282,0.027983,263921,22538,20001,15077,6424,3347,1086,749,782,470,365,664,37,0,0.000219,-0.622657,0.99022,96303,36.4166,1.47169,0.003705,894.045,57.1209,907,5851,2627,80,39,17,1479,1653,98,1,0,1186,4784,107,2,72242,424,618,9,2,346312,782,144,3051,0,39,385,0,351096,Acer-monspessulanum
0.816547,0.259384,0.284586,863,565,1,0,559,0.088021,0.077291,0.050528,0.013595,305266,20976,20811,15633,7419,4206,1523,1097,630,326,295,550,360,173,0.000157,-0.588724,0.965509,105939,38.9046,1.27549,0.020017,886.606,61.266,19258,5120,1087,383,97,699,1610,1575,438,45,0,980,4837,31874,5,2771,113,395,563,41,366242,34143,23,1200,34,97,47,6,371079,Acer-monspessulanum
0.853486,0.351625,0.368163,1259,383,2,1,377,0.218316,0.049104,0.059393,0.001744,303194,12810,15336,15047,8700,5457,1949,1142,629,312,299,513,472,539,0.000161,-0.518512,0.914547,105987,51.4372,1.21302,0.032947,893.407,77.4418,19650,5039,883,375,431,582,1325,1245,348,35,0,912,4796,41218,0,1803,56,145,338,15,350941,19462,0,939,71,462,21,2,355737,Acer-monspessulanum
0.761891,0.228571,0.261274,809,538,0,1,528,0.055008,0.138186,0.023523,0.010429,361838,20763,15988,13075,8093,5207,1981,1292,756,245,252,447,397,411,0.000152,-0.597893,0.979226,107946,42.7228,1.43694,0.011078,892.157,67.5249,11630,3589,1110,308,169,21,657,1964,536,75,6,869,4982,5967,718,1660,101,15,1342,30,433771,72694,1596,1211,4,183,416,7,438753,Acer-monspessulanum
0.836336,0.359696,0.380216,1087,448,0,1,438,0.170759,0.014734,0.072532,0.01775,293205,15334,16738,14416,7765,4314,1709,1225,725,336,321,580,525,880,0.000152,-0.586353,0.962298,108173,68.3113,1.25212,0.017973,894.181,96.6915,11093,3364,976,190,799,183,622,1322,208,56,3,427,4748,8042,27,1702,20,1,262,1,349769,55955,237,996,12,984,417,26,354517,Acer-monspessulanum
0.76402,0.331494,0.371881,1199,318,1,1,310,0.156413,0.04201,0.063486,0.014842,209805,17604,17136,12111,4868,2746,1146,1104,601,493,373,548,437,870,0.000204,-0.586799,0.938634,104717,73.3832,0.991078,0.028284,935.725,100.307,6866,2102,843,324,536,141,701,1109,499,98,6,414,4379,29258,0,611,50,9,90,11,282236,8750,0,893,97,580,682,16,286615,Acer-monspessulanum
0.524842,0.186116,0.228169,416,105,3,0,103,0.013547,0.132187,0.001274,0.027272,251255,15583,17029,15570,7892,4671,1584,1273,865,445,401,636,439,143,0.000187,-0.536324,0.918091,104434,51.9886,1.12704,0.031983,916.541,73.9836,10372,5751,706,360,18,372,1442,983,301,24,0,1145,4620,43554,0,4227,4,325,45,9,323012,5402,0,710,188,18,4,3,327632,Acer-monspessulanum
0.714178,0.33748,0.366813,1325,368,0,1,358,0.100799,0.035826,0.060927,0.005826,268893,17765,17979,14192,6871,4118,1723,1401,758,395,372,694,468,737,0.000162,-0.575501,0.958825,106673,66.8831,1.27898,0.022829,899.256,95.5975,13795,3332,1037,165,886,144,694,1580,234,96,4,592,4789,22034,507,879,55,14,382,7,338077,33985,1404,1092,0,1156,426,34,342866,Acer-monspessulanum
0.984039,0.344865,0.359072,1181,394,3,4,384,0.134006,0.052712,0.079535,0.013831,316904,15669,15389,12246,6162,3781,1559,1320,759,400,306,590,456,467,0.00018,-0.577772,0.9439,105563,54.9864,1.10569,0.026476,916.331,79.1691,15450,4910,872,382,78,648,1038,1171,381,31,2,717,4765,31889,5,2304,30,29,199,3,366065,20560,85,902,138,78,5,7,370830,Acer-monspessulanum
0.560355,0.279285,0.313033,1347,404,3,4,394,0.255265,0.140167,0.007525,0.006528,425004,17928,16618,15592,9298,5633,1922,1272,874,285,262,517,476,472,0.000143,-0.569265,0.957794,108872,49.1726,1.32242,0.024012,881.856,73.6262,17277,2868,1288,299,631,69,605,1836,365,71,14,737,5355,9989,972,678,67,14,529,8,471040,83803,1691,1355,0,820,202,50,476395,Acer-monspessulanum
0.871823,0.282257,0.303531,806,541,0,0,533,0.130485,0.096808,0.060385,0.018572,354403,10955,12263,11897,7264,4642,1876,1278,718,268,255,519,419,478,0.000172,-0.53384,0.909727,106381,49.2008,1.06341,0.0338,911.308,75.9665,17842,5880,968,255,628,111,710,1259,142,32,1,531,4752,25216,17,4330,23,5,91,3,386102,29316,178,991,85,810,397,11,390854,Acer-monspessulanum
0.454137,0.180566,0.223675,902,536,2,1,530,0.246259,0.149188,0.005751,0.003997,399073,15827,7755,5979,6073,5233,3395,2816,1109,355,205,269,104,102,0.000325,-0.668059,0.996003,85933.4,59.0562,1.50626,0.001469,885.475,84.0779,20655,17331,2038,642,251,86,1071,1825,77,44,259,588,5120,9494,27,9994,127,14,478,7,493860,11862,356,2165,160,261,573,236,498980,Acer-monspessulanum
0.556283,0.255147,0.291604,1023,332,2,2,324,0.186187,0.157512,0.007767,0.003026,461291,15856,8512,5788,5788,5579,4086,3994,1333,330,243,448,201,131,0.000294,-0.676089,0.994869,95756.1,58.2134,1.37972,0.004288,935.472,88.385,23657,22571,3277,2267,228,9,714,1318,142,59,85,365,4934,7938,18,10202,133,27,333,0,542474,8872,262,3410,626,238,486,119,547408,Acer-monspessulanum
0.722663,0.255676,0.288811,893,541,3,0,539,0.288406,0.125735,0.00822,0.027249,387651,19521,10084,8884,8676,7401,4919,4156,1343,346,322,458,172,146,0.000236,-0.660036,0.997494,90288.1,63.4461,1.78003,0.000937,868.584,95.528,30818,25727,2999,1253,419,81,818,1720,194,74,103,846,5253,15500,162,16310,308,21,370,12,492031,14646,924,3307,297,484,874,123,497284,Acer-monspessulanum
0.74691,0.264534,0.290465,863,514,1,0,508,0.21636,0.090544,0.034231,0.016578,371092,10245,11820,12165,8061,5348,1886,939,663,344,336,795,327,184,0.000162,-0.520324,0.893002,107421,47.4392,1.04694,0.036745,904.516,68.0832,17421,2923,1198,291,623,113,616,1388,244,8,12,516,4791,18725,572,1042,2,27,123,5,397836,45991,1185,1200,0,822,583,1,402627,Acer-monspessulanum
0.860801,0.286955,0.311951,1141,372,2,1,366,0.098439,0.091337,0.064239,0.007708,295931,11966,13565,13484,8543,5331,2038,1192,688,379,332,687,352,158,0.000172,-0.531642,0.913704,106260,46.1182,1.11502,0.033535,910.583,69.8676,17304,5418,1201,265,113,369,1320,1321,260,35,0,764,4628,15446,0,2990,18,586,145,5,348740,33055,0,1219,75,113,49,13,353368,Acer-monspessulanum
0.772795,0.335461,0.356746,1295,431,2,2,423,0.122872,0.053519,0.065238,0.000082,279226,15262,17566,16058,8181,5005,1854,1504,748,355,325,644,580,1016,0.000144,-0.511528,0.923787,108038,66.488,1.31396,0.029711,877.885,97.9833,16247,3234,1211,257,621,301,1219,1326,193,56,3,655,4900,20483,330,1023,44,113,165,5,334318,47062,963,1255,42,692,187,26,339218,Acer-monspessulanum
0.527464,0.204514,0.2462,892,566,0,2,554,0.111833,0.154489,0.011409,0.005407,436787,12686,15517,16284,10380,6585,2462,1479,786,316,318,635,330,260,0.000142,-0.52537,0.920049,108156,38.1543,1.20969,0.033103,874.236,62.9248,23847,4956,1485,481,203,12,731,1832,426,101,11,497,5193,23310,728,2215,118,43,795,3,458664,70442,1366,1603,57,246,369,28,463857,Acer-monspessulanum
0.646531,0.246561,0.30199,1422,320,0,0,312,0.192954,0.037028,0.055454,0.006211,297860,13778,15385,13325,7320,4366,1660,1182,569,401,403,746,460,660,0.000173,-0.521267,0.900888,105640,62.7297,1.08111,0.034657,907.497,90.1813,9635,3630,914,363,643,109,969,1002,391,38,0,551,4780,55939,0,1192,39,50,20,0,344319,7364,15,953,70,685,612,4,349099,Acer-monspessulanum
0.519628,0.235543,0.27631,1336,688,0,2,676,0.610175,0.048824,0.051691,0.015747,364662,32534,26124,18014,8968,5548,2605,1956,1214,383,312,576,614,1402,0.000153,-0.637135,0.996799,95247.8,90.6715,1.83877,0.001199,806.98,134.961,34435,5793,1502,729,0,0,606,2221,1065,92,2,991,6335,82711,0,1294,68,6,531,13,450670,33107,2,1570,145,0,4,18,457005,Acer-negundo
0.465298,0.241857,0.281358,1508,610,3,1,606,0.569058,0.036797,0.08808,0.096046,378632,21100,18314,14297,8032,5194,2270,1621,728,418,434,873,555,1012,0.000174,-0.675422,0.997579,96588.8,85.1931,1.63013,0.001375,850.295,122.614,23825,7175,1059,503,0,1,575,1608,794,73,5,860,5970,72685,4,1992,11,1,281,2,442040,16285,100,1070,57,0,11,24,448010,Acer-negundo
0.461969,0.221837,0.259857,1246,368,4,1,366,0.178396,0.00669,0.039728,0.006045,414847,21271,18830,12847,6476,3896,1774,1184,707,434,569,786,565,1161,0.000189,-0.711054,0.998162,96304.8,75.4005,1.37204,0.001327,866.624,111.257,17295,5340,1010,544,0,0,642,1885,780,47,11,1190,6479,75293,3,1241,6,1,192,14,461371,12111,65,1016,15,0,11,28,467850,Acer-negundo
0.488509,0.24703,0.284557,1281,607,1,0,601,0.102427,0.036326,0.012119,0.003067,339128,22076,19244,15329,8026,5511,2235,1601,720,376,379,754,646,1217,0.000156,-0.653765,0.996741,98533.6,92.0158,1.7133,0.001604,836.803,133.267,30769,4385,976,527,0,0,416,1485,789,77,0,744,5584,50600,4,821,7,0,146,2,408296,35795,101,983,39,0,4,7,413880,Acer-negundo
0.756462,0.212889,0.246366,1019,540,7,2,542,0.154736,0.133777,0.019208,0.002927,225805,24217,22465,15674,7737,4827,2200,1658,875,505,441,945,734,2376,0.00014,-0.602646,0.980178,107086,122.623,1.43102,0.014667,865.401,171.076,17021,2698,785,269,12,3,547,970,325,8,18,816,5161,17546,27,203,1,0,21,7,311372,51138,368,786,27,12,114,1,316533,Acer-negundo
0.5358,0.213458,0.261556,1386,613,2,2,605,0.104808,0.030504,0.058891,0.009038,289982,30321,24619,17009,8101,5047,2164,1691,911,418,371,632,676,1576,0.000156,-0.627446,0.996689,93647.1,111.741,1.88929,0.001053,801.602,156.035,21317,6805,923,593,0,23,638,1650,716,124,0,797,6006,94282,0,2224,2,7,226,13,371280,12751,0,925,392,0,0,6,377286,Acer-negundo
0.632816,0.230514,0.266603,1490,581,2,2,573,0.045801,0.173237,0.016433,0.019682,388151,30115,22239,14307,6527,3940,1904,1219,703,420,423,828,665,512,0.000228,-0.669573,0.997023,91876.5,72.8557,1.53593,0.001459,872.559,101.238,17933,25877,526,787,0,54,1007,938,773,28,0,1351,6169,15969,0,64265,2,11,49,39,464886,215,10,528,3876,0,0,3,471055,Acer-negundo
0.47085,0.212391,0.259052,1312,820,3,3,812,0.223313,0.077318,0.004215,0.053418,389386,28572,25230,15491,6719,4017,1777,1438,1049,444,347,673,734,1223,0.000143,-0.555563,0.966075,104486,79.4402,1.4743,0.019862,852.684,118.106,16917,8024,1161,711,3,0,746,1800,629,116,3,804,6143,102880,274,4193,39,0,114,4,423774,12079,1097,1200,160,3,83,22,429917,Acer-negundo
0.520022,0.23616,0.275278,171,8,4,0,8,0.172701,0.017867,0.031183,0.003184,270721,19607,18631,12595,5490,3276,1457,1043,711,505,460,959,717,3136,0.000173,-0.637778,0.975027,106546,119.042,1.10703,0.018562,914.767,169.815,11211,2024,584,292,0,0,570,833,347,7,3,879,5243,5489,0,340,0,3,56,14,340603,46612,19,584,39,0,5,3,345846,Acer-negundo
0.485783,0.171096,0.215998,1289,585,4,4,577,0.332426,0.123692,0.077456,0.020509,400372,23102,20734,11863,5077,3190,1549,1117,638,379,429,828,755,2375,0.000142,-0.564914,0.945362,107586,110.52,1.18268,0.02715,871.638,154.72,26669,2969,1023,396,0,0,467,1268,466,10,0,744,5953,38651,0,625,0,0,94,5,421902,51500,34,1023,4,0,3,3,427855,Acer-negundo
0.63221,0.230741,0.269422,1650,648,5,3,644,0.603204,0.080915,0.08882,0.060771,339505,16086,14975,13651,9168,6210,3055,2249,933,499,481,771,453,341,0.000205,-0.664341,0.997741,92292.5,69.2109,1.73023,0.001105,855.506,107.201,23170,23877,1747,897,0,1,967,2291,970,44,17,1776,6250,47665,5,16639,85,0,264,57,407904,861,87,1832,297,0,15,37,414154,Acer-negundo
0.33819,0.167207,0.219213,101,17,2,0,13,0.613005,0.178342,0.036964,0.01843,203471,18506,16899,10623,5041,3241,1430,1124,563,283,328,501,504,1850,0.000172,-0.599141,0.95889,106107,107.965,1.12878,0.024046,910.517,147.747,12461,1984,429,358,0,3,632,699,342,5,0,676,4424,22038,0,179,1,2,78,1,268292,19879,3,430,304,0,0,2,272716,Acer-negundo
0.545365,0.24695,0.288918,1548,725,1,3,713,0.29699,0.246948,0.047658,0.032011,396608,32425,27563,15964,6318,3748,1663,1330,821,439,346,768,689,1302,0.000143,-0.607159,0.986427,103953,77.7383,1.51603,0.010729,848.225,113.846,19075,5935,1226,625,0,0,661,1771,677,65,2,847,6233,99326,214,2341,65,3,247,9,443886,21578,778,1291,75,0,59,34,450119,Acer-negundo
0.624768,0.246695,0.277267,1207,582,1,0,576,0.005578,0.217828,0.027648,0.013208,277176,24266,19596,13881,6348,3940,1681,1257,713,422,332,690,592,976,0.000202,-0.669629,0.996743,92024.3,87.3236,1.54601,0.001515,851.538,119.472,11505,6489,970,545,0,31,653,1572,760,79,1,867,5387,64617,7,2494,19,1,100,10,362675,4856,88,989,213,0,4,26,368062,Acer-negundo
0.510227,0.255307,0.293159,1562,695,1,1,687,0.582684,0.0076,0.103085,0.094125,355760,25823,21584,18228,9845,5996,2415,1715,812,446,364,748,736,1943,0.000158,-0.643911,0.996955,94854.5,104.459,1.82916,0.001289,813.392,149.336,25722,6097,1081,483,0,10,524,1411,506,34,0,852,6250,95252,0,1530,2,0,75,37,430901,19311,18,1083,276,0,0,4,437151,Acer-negundo
0.585627,0.253245,0.289436,1717,567,5,0,569,0.288848,0.169303,0.037969,0.033274,373933,18248,16764,10549,4718,2905,1319,911,676,435,368,785,847,1736,0.000186,-0.567707,0.941746,104494,99.5341,1.09676,0.026215,916.974,143.243,8951,4814,751,508,2,13,674,948,536,30,0,758,5849,67627,4,1407,0,0,7,1,407414,4161,199,751,95,2,18,5,413263,Acer-negundo
0.502251,0.232031,0.278271,1772,858,4,1,856,0.263362,0.242617,0.171284,0.038903,400862,21834,20199,15099,7933,4822,2070,1486,884,549,486,959,684,904,0.000204,-0.682459,0.997995,91870.4,80.2497,1.57602,0.001045,852.218,120.159,21919,20027,746,823,5,4,1093,2206,1012,45,9,1684,6851,68355,134,14018,7,0,378,32,452028,1093,505,753,1376,5,63,13,458879,Acer-negundo
0.493797,0.246769,0.286284,1398,733,3,2,727,0.378777,0.105531,0.049273,0.047047,315726,28980,25041,15729,6760,4032,1719,1270,864,418,413,877,691,983,0.000183,-0.662491,0.997474,92213,89.8544,1.68418,0.001121,831.861,129.486,22238,21016,972,553,12,11,670,1302,623,62,3,1153,6018,69592,70,16224,20,1,129,9,381851,747,625,992,789,12,82,13,387869,Acer-negundo
0.552235,0.204196,0.254783,1367,538,4,0,538,0.785566,0.113801,0.032799,0.050326,236741,27008,22869,16313,8266,4854,2033,1619,810,439,387,835,682,1469,0.000171,-0.64453,0.997113,93811.4,114.881,1.79331,0.001055,826.799,159.667,17137,10492,890,560,39,35,692,1348,649,39,4,828,5541,71475,1,4830,2,3,116,34,328976,5423,50,892,350,39,15,15,334517,Acer-negundo
0.522274,0.192292,0.233647,1388,595,3,3,587,0.151475,0.067233,0.003332,0.022685,343075,22336,21798,15524,7353,4580,2112,1453,703,430,436,823,759,1300,0.000149,-0.512141,0.939906,104167,98.6571,1.42507,0.026148,861.69,139.049,18221,11302,791,525,12,5,674,1100,502,60,0,623,5711,81960,168,6563,2,0,18,2,379657,8141,856,793,728,12,62,7,385368,Acer-negundo
0.554809,0.187812,0.236635,1509,585,3,1,581,0.770951,0.021474,0.141808,0.031144,212079,28638,23652,15132,6659,4075,1799,1464,795,349,311,542,621,1555,0.00016,-0.630448,0.996985,92916,116.257,1.88427,0.000955,803.152,165.828,14792,7804,860,554,0,48,669,1353,582,65,0,693,5427,80669,0,2923,4,6,181,17,292620,5337,0,864,563,0,2,10,298047,Acer-negundo
0.561945,0.217536,0.273271,1492,563,6,1,565,0.053077,0.042179,0.048262,0.003898,291111,22892,20537,13104,6542,4307,2146,1632,893,421,459,822,742,1532,0.000154,-0.612982,0.979973,104969,99.4361,1.36285,0.016973,875.557,140.548,17683,4615,883,467,1,5,737,1391,468,40,9,1001,5539,52922,39,1022,6,1,294,6,352687,20436,411,889,21,1,67,7,358226,Acer-negundo
0.537886,0.196436,0.235211,1184,711,3,0,709,0.128731,0.070777,0.045923,0.014815,335170,23163,18866,12075,6060,4170,1871,1384,843,427,415,829,712,1934,0.000151,-0.563864,0.961109,105528,107.065,1.33017,0.020462,875.557,152.995,13512,4573,1032,404,65,6,597,1188,348,51,5,630,5747,76930,65,1169,13,1,14,1,380796,12581,784,1045,86,65,152,26,386543,Acer-negundo
0.655171,0.146415,0.206441,1197,459,2,4,447,0.224058,0.101097,0.066358,0.007963,234377,27507,24817,14975,6846,4285,1802,1299,571,418,396,731,701,2887,0.000131,-0.599594,0.977541,107537,129.132,1.39142,0.015865,848.499,178.822,19413,2185,793,303,1,0,448,946,245,2,0,604,5044,16669,5,467,6,2,55,2,307770,60080,100,799,2,1,27,0,312814,Acer-negundo
0.476372,0.190288,0.244852,1641,530,1,2,520,0.722381,0.150793,0.018441,0.049611,387040,25629,21797,11904,4586,2766,1180,1082,753,392,374,714,750,1756,0.000151,-0.563859,0.951807,105423,96.3057,1.23269,0.024824,875.026,133.961,11593,4403,793,578,0,0,623,1332,676,71,0,717,5900,93801,7,1329,2,1,76,0,409973,8593,189,795,72,0,18,9,415873,Acer-negundo
