@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute Median numeric
@attribute MedianDeviation numeric
@attribute direction_0 numeric
@attribute direction_7 numeric
@attribute fourier2 numeric
@attribute fourier5 numeric
@attribute fourier13 numeric
@attribute fourier21 numeric
@attribute fourier28 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH32 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKSumAverage0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceEntropy90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKContrast135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_45 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc46 numeric
@attribute histogram_acc58 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.586115,0.549365,0.295347,426,474,0.059834,0.043576,0.001721,0.00073,0.000447,355182,14782,14535,13187,5218,3024,1173,941,590,370,335,308,468,353,338,521,447.936,-0.588348,0.933754,105325,0.754896,0.029961,66.3562,532186,66.9275,10954,0,2952,818,441,345,20,431,961,1168,3,83,0,725,4773,36794,0,1116,51,49,12,229,12,395070,17370,0,869,6,538,40,399843,Acer-monspessulanum
0.484236,0.476401,0.184829,742,256,0.048586,0.009652,0.000051,0.000796,0.000454,428907,17622,7689,5476,5022,4428,2873,2390,906,289,296,214,348,246,133,122,436.042,-0.699381,0.996733,86370.6,1.19438,0.001583,70.0405,485570,70.962,17370,8,16349,2199,983,207,797,17,508,1391,0,58,107,313,4751,6952,4,10163,144,4,12,316,0,527007,7319,151,2343,173,99,180,531758,Acer-monspessulanum
0.631445,0.485902,0.276669,501,486,0.096214,0.043971,0.004568,0.001581,0.000099,345326,8314,10336,11306,8036,5373,1969,1067,796,298,281,225,477,459,399,554,439.519,-0.513434,0.890545,106066,0.901295,0.03703,72.2698,518849,73.144,18825,0,4133,1028,399,278,33,414,1233,1407,11,24,0,982,4858,25223,0,1571,8,67,105,158,11,374566,27264,0,1036,12,417,26,379424,Acer-monspessulanum
0.644766,0.432854,0.24433,584,474,0.030493,0.011302,0.000837,0.001789,0.000348,335483,12501,13762,14024,7686,4869,1677,1112,826,265,286,217,608,632,360,142,436.491,-0.534269,0.911809,104980,0.949632,0.033378,56.2748,512230,56.9917,17041,0,5979,960,421,26,10,266,1452,1408,114,44,0,876,4722,46761,0,3079,17,57,1219,180,1,372195,10675,0,977,4,307,11,376917,Acer-monspessulanum
0.614132,0.476438,0.265481,302,661,0.097476,0.04257,0.001043,0.001568,0.000171,315622,13626,15685,15515,7812,4439,1602,936,573,471,393,322,598,660,507,589,435.096,-0.521752,0.902774,105670,0.934019,0.035192,84.396,510869,85.2652,13079,0,4661,1066,401,743,649,43,526,1264,0,61,10,419,4812,49299,48,1950,4,0,13,88,0,359264,11967,353,1070,29,376,196,364076,Acer-monspessulanum
0.755666,0.424482,0.292236,624,477,0.017181,0.021831,0.001026,0.000261,0.001697,179981,17506,15651,14842,7832,4847,1995,1272,782,420,439,308,581,564,560,684,443.526,-0.561451,0.955326,104730,1.19343,0.020125,103.712,523934,104.845,10607,0,4342,713,189,101,53,346,1108,949,7,12,0,743,4423,24550,0,1490,2,2,15,119,3,276916,12087,13,715,9,263,30,281339,Acer-monspessulanum
0.66782,0.482762,0.294383,553,520,0.029033,0.021362,0.000078,0.001178,0.000246,294740,12900,14164,13703,5502,3224,1263,918,773,382,354,266,722,778,460,821,450.699,-0.539459,0.880278,105558,0.643001,0.038977,92.1953,537342,92.9037,9501,1,2127,1023,284,796,824,47,783,1209,0,90,1,411,4584,29157,0,751,111,0,3,22,1,345580,14716,38,1134,30,264,207,350164,Acer-monspessulanum
0.688677,0.406803,0.234014,679,465,0.023627,0.022179,0.000916,0.000645,0.000244,344154,15247,17658,17995,10273,6361,2270,1481,778,393,369,314,514,368,340,1121,401.153,-0.537664,0.956526,111669,1.4361,0.021249,88.2868,464544,89.5693,9586,5,2618,1248,228,142,25,620,975,1601,2,63,3,539,4947,3470,1,901,22,166,118,212,4,378676,108416,33,1270,27,339,11,383623,Acer-monspessulanum
0.844302,0.327404,0.233644,808,422,0.158432,0.011788,0.009229,0.000097,0.000368,403806,14256,16678,17460,10340,5903,2086,1216,749,337,339,328,735,550,315,163,417.44,-0.539149,0.934037,107048,1.17603,0.031262,61.9079,483745,62.8027,26638,2,4804,1232,394,1081,1343,258,988,1493,1,69,24,1154,5404,33021,0,2372,48,346,113,433,126,426849,53812,20,1280,9,317,1039,432253,Acer-monspessulanum
0.516848,0.446028,0.199471,693,354,0.077999,0.041496,0.004166,0.001595,0.000065,395645,13482,8461,7104,7202,6493,4412,4007,1327,384,386,280,467,280,176,187,439.523,-0.645693,0.993809,95994.6,1.5402,0.004833,95.689,504827,97.4519,25685,6,28624,3207,2933,215,484,62,1026,1357,6,36,208,461,4971,9880,4,15122,178,8,25,473,1,462722,4429,233,3385,155,136,455,467693,Acer-monspessulanum
0.571946,0.493827,0.243991,303,592,0.062426,0.036862,0.006478,0.000695,0.000132,250041,45828,25513,18301,8360,4863,1855,1224,742,319,280,309,642,610,342,97,420.852,-0.583437,0.98979,106053,1.80751,0.002872,62.4475,487895,63.6133,12883,0,3831,1507,419,272,358,89,723,2008,0,46,6,956,4950,8627,1057,1094,378,55,37,2151,146,406818,68876,1762,1885,26,623,128,411768,Acer-monspessulanum
0.664026,0.4674,0.283973,588,492,0.050871,0.036148,0.002927,0.001213,0.000848,200440,20942,19406,17799,7499,4478,1775,1361,796,393,490,479,738,428,458,608,434.58,-0.565182,0.961267,106081,1.24685,0.018145,93.0267,510653,94.0826,13357,1,3697,988,272,321,448,441,947,1248,1,74,0,540,4507,17874,0,1690,44,67,62,77,0,298427,27891,57,1032,11,313,95,302934,Acer-monspessulanum
0.516632,0.518776,0.22619,320,549,0.078882,0.018412,0.000775,0.001431,0.001439,279891,10968,13298,13974,8050,4737,1738,1071,596,430,438,362,802,688,538,611,441.729,-0.51497,0.882774,106487,0.813514,0.037556,89.4408,523233,90.295,13953,3,2506,836,318,312,232,104,806,978,3,60,0,450,4424,29507,0,654,57,27,9,6,5,334941,19655,10,893,9,333,87,339365,Acer-monspessulanum
0.716453,0.410673,0.247978,650,434,0.029771,0.041547,0.006553,0.000766,0.000646,431956,10910,13344,14076,9179,5861,2374,1382,765,309,280,264,557,610,539,492,426.107,-0.524273,0.911763,108869,1.01188,0.034613,71.2047,500339,72.0863,17283,0,3722,1474,363,243,371,36,543,1837,0,51,12,576,5244,12102,957,1777,76,5,18,541,13,451691,73612,1718,1550,35,324,144,456935,Acer-monspessulanum
0.511794,0.468468,0.200257,625,442,0.027845,0.028219,0.000712,0.000197,0.000076,233603,64050,34469,23501,10866,6739,2485,1711,741,360,324,294,574,548,382,164,400.624,-0.563014,0.992672,105288,2.1225,0.001179,64.7861,454829,66.3155,17841,12,3927,1686,425,60,151,1,579,2676,0,160,7,1270,5464,10730,1535,1303,561,0,19,3316,126,439785,98657,2290,2247,23,661,154,445249,Acer-monspessulanum
0.591862,0.474603,0.245261,506,544,0.111244,0.044037,0.00408,0.001817,0.000311,393219,14648,16237,17186,10256,6769,2630,1698,936,365,325,274,596,566,370,198,411.964,-0.562187,0.958171,108576,1.31043,0.022187,66.4176,477137,67.4745,23552,0,5610,1478,494,375,13,443,1134,1731,0,90,5,912,5180,22437,3,2268,136,197,63,759,19,422136,73578,52,1614,15,367,48,427316,Acer-monspessulanum
0.855661,0.321047,0.234356,1040,348,0.034527,0.003785,0.00006,0.000286,0.000432,263921,22538,20001,17962,6424,3347,1086,749,782,472,470,365,664,225,37,0,429.217,-0.622657,0.99022,96303,1.41287,0.003705,56.2939,488091,57.1209,907,0,5851,2627,80,39,371,17,1479,1653,0,1,0,1186,4784,107,2,72242,424,0,618,9,2,346312,782,144,3051,0,98,253,351096,Acer-monspessulanum
0.646796,0.427946,0.248327,789,415,0.03629,0.044647,0.000584,0.001473,0.000064,305266,20976,20811,18543,7419,4206,1523,1097,630,393,326,295,550,568,360,173,425.656,-0.588724,0.965509,105939,1.18062,0.020017,60.4719,495587,61.266,19258,0,5120,1087,383,97,47,699,1610,1575,0,45,0,980,4837,31874,5,2771,113,330,395,563,41,366242,34143,23,1200,6,447,47,371079,Acer-monspessulanum
0.55638,0.566667,0.289333,398,551,0.015486,0.031612,0.003613,0.001116,0.000062,303194,12810,15336,15749,8700,5457,1949,1142,629,336,312,299,513,562,472,539,428.915,-0.518512,0.914547,105987,1.09287,0.032947,76.456,501032,77.4418,19650,0,5039,883,375,431,21,582,1325,1245,25,35,0,912,4796,41218,0,1803,56,237,145,338,15,350941,19462,0,939,2,348,76,355737,Acer-monspessulanum
0.631798,0.423356,0.234571,715,390,0.001526,0.033702,0.005638,0.001093,0.000915,361838,20763,15988,14430,8093,5207,1981,1292,756,310,245,252,447,448,397,411,428.329,-0.597893,0.979226,107946,1.38318,0.011078,66.5819,502726,67.5249,11630,3,3589,1110,308,169,415,21,657,1964,0,75,6,869,4982,5967,718,1660,101,0,15,1342,30,433771,72694,1596,1211,7,538,156,438753,Acer-monspessulanum
0.658437,0.451288,0.268852,446,582,0.084331,0.039238,0.001717,0.000666,0.000172,293205,15334,16738,16646,7765,4314,1709,1225,725,343,336,321,580,625,525,880,429.285,-0.586353,0.962298,108173,1.13366,0.017973,95.6786,504691,96.6915,11093,4,3364,976,190,799,410,183,622,1322,4,56,3,427,4748,8042,27,1702,20,49,1,262,1,349769,55955,237,996,26,208,103,354517,Acer-monspessulanum
0.694713,0.439977,0.277289,592,455,0.061005,0.029823,0.001602,0.002294,0.000515,209805,17604,17136,14894,4868,2746,1146,1104,601,382,493,373,548,425,437,870,449.197,-0.586799,0.938634,104717,0.805906,0.028284,99.5335,533661,100.307,6866,1,2102,843,324,536,617,141,701,1109,0,98,6,414,4379,29258,0,611,50,5,9,90,11,282236,8750,0,893,16,505,92,286615,Acer-monspessulanum
1.00859,0.382652,0.370111,950,347,0.184428,0.05138,0.000961,0.000617,0.000191,251255,15583,17029,17194,7892,4671,1584,1273,865,336,445,401,636,670,439,143,440.008,-0.536324,0.918091,104434,0.985882,0.031983,73.1552,517465,73.9836,10372,0,5751,706,360,18,4,372,1442,983,121,24,0,1145,4620,43554,0,4227,4,49,325,45,9,323012,5402,0,710,3,301,5,327632,Acer-monspessulanum
0.726384,0.455613,0.303322,569,567,0.063608,0.034591,0.004471,0.000965,0.000517,268893,17765,17979,16611,6871,4118,1723,1401,758,416,395,372,694,669,468,737,431.717,-0.575501,0.958825,106673,1.15737,0.022829,94.548,506649,95.5975,13795,6,3332,1037,165,886,425,144,694,1580,0,96,4,592,4789,22034,507,879,55,67,14,382,7,338077,33985,1404,1092,34,234,169,342866,Acer-monspessulanum
0.639446,0.489149,0.283309,331,652,0.07002,0.026623,0.004325,0.0019,0.000617,316904,15669,15389,14591,6162,3781,1559,1320,759,375,400,306,590,532,456,467,439.916,-0.577772,0.9439,105563,0.959417,0.026476,78.3569,518835,79.1691,15450,0,4910,872,382,78,5,648,1038,1171,8,31,2,717,4765,31889,5,2304,30,191,29,199,3,366065,20560,85,902,7,382,20,370830,Acer-monspessulanum
0.506892,0.584229,0.265438,893,254,0.021161,0.034558,0.003274,0.000121,0.000025,425004,17928,16618,16610,9298,5633,1922,1272,874,323,285,262,517,602,476,472,423.394,-0.569265,0.957794,108872,1.22515,0.024012,72.6868,495899,73.6262,17277,0,2868,1288,299,631,201,69,605,1836,0,71,14,737,5355,9989,972,678,67,41,14,529,8,471040,83803,1691,1355,50,365,159,476395,Acer-monspessulanum
0.725552,0.407954,0.265683,623,449,0.043518,0.008962,0.000612,0.000618,0.000521,354403,10955,12263,12386,7264,4642,1876,1278,718,309,268,255,519,536,419,478,437.511,-0.53384,0.909727,106381,0.918743,0.0338,75.1524,515885,75.9665,17842,0,5880,968,255,628,380,111,710,1259,0,32,1,531,4752,25216,17,4330,23,19,5,91,3,386102,29316,178,991,11,142,113,390854,Acer-monspessulanum
0.745526,0.379765,0.254043,894,345,0.116297,0.04054,0.00517,0.000917,0.00071,399073,15827,7755,6333,6073,5233,3395,2816,1109,421,355,205,269,143,104,102,425.114,-0.668059,0.996003,85933.4,1.44609,0.001469,82.7618,466885,84.0779,20655,10,17331,2038,642,251,565,86,1071,1825,0,44,259,588,5120,9494,27,9994,127,55,14,478,7,493860,11862,356,2165,236,77,384,498980,Acer-monspessulanum
0.481931,0.549947,0.234341,555,310,0.007817,0.034615,0.002983,0.000381,0.000425,461291,15856,8512,6372,5788,5579,4086,3994,1333,418,330,243,448,293,201,131,449.114,-0.676089,0.994869,95756.1,1.28937,0.004288,87.055,520861,88.385,23657,9,22571,3277,2267,228,469,9,714,1318,3,59,85,365,4934,7938,18,10202,133,0,27,333,0,542474,8872,262,3410,119,142,142,547408,Acer-monspessulanum
0.508413,0.44464,0.187581,1013,341,0.118177,0.024697,0.004029,0.006717,0.000032,387651,19521,10084,8584,8676,7401,4919,4156,1343,370,346,322,458,257,172,146,417.016,-0.660036,0.997494,90288.1,1.77762,0.000937,93.6128,459790,95.528,30818,5,25727,2999,1253,419,713,81,818,1720,0,74,103,846,5253,15500,162,16310,308,11,21,370,12,492031,14646,924,3307,123,194,264,497284,Acer-monspessulanum
0.653246,0.425888,0.241579,556,456,0.133391,0.03983,0.004516,0.002033,0.000124,371092,10245,11820,12425,8061,5348,1886,939,663,425,344,336,795,633,327,184,434.254,-0.520324,0.893002,107421,0.892017,0.036745,67.2953,511861,68.0832,17421,1,2923,1198,291,623,583,113,616,1388,1,8,12,516,4791,18725,572,1042,2,83,27,123,5,397836,45991,1185,1200,1,244,248,402627,Acer-monspessulanum
0.583833,0.460561,0.239287,563,498,0.002811,0.004934,0.001545,0.001208,0.00034,295931,11966,13565,13855,8543,5331,2038,1192,688,445,379,332,687,591,352,158,437.155,-0.531642,0.913704,106260,0.973882,0.033535,69.0224,515154,69.8676,17304,3,5418,1201,265,113,49,369,1320,1321,1,35,0,764,4628,15446,0,2990,18,163,586,145,5,348740,33055,0,1219,13,260,61,353368,Acer-monspessulanum
0.62732,0.48592,0.279507,532,576,0.020338,0.020965,0.000188,0.000568,0.000176,279226,15262,17566,17869,8181,5005,1854,1504,748,365,355,325,644,608,580,1016,421.464,-0.511528,0.923787,108038,1.20195,0.029711,96.809,491703,97.9833,16247,0,3234,1211,257,621,187,301,1219,1326,4,56,3,655,4900,20483,330,1023,44,245,113,165,5,334318,47062,963,1255,26,193,115,339218,Acer-monspessulanum
0.597263,0.426257,0.213813,711,350,0.081933,0.025975,0.000354,0.001477,0.00013,436787,12686,15517,16800,10380,6585,2462,1479,786,327,316,318,635,537,330,260,419.736,-0.52537,0.920049,108156,1.10428,0.033103,62.0396,488969,62.9248,23847,0,4956,1485,481,203,363,12,731,1832,1,101,11,497,5193,23310,728,2215,118,0,43,795,3,458664,70442,1366,1603,28,427,108,463857,Acer-monspessulanum
0.651721,0.505782,0.30517,559,505,0.051847,0.041084,0.00325,0.00074,0.000329,297860,13778,15385,15197,7320,4366,1660,1182,569,349,401,403,746,654,460,660,435.674,-0.521267,0.900888,105640,0.92332,0.034657,89.3125,511809,90.1813,9635,0,3630,914,363,643,587,109,969,1002,0,38,0,551,4780,55939,0,1192,39,11,50,20,0,344319,7364,15,953,4,391,79,349099,Acer-monspessulanum
0.510732,0.570163,0.251478,881,350,0.057122,0.01691,0.000136,0.000499,0.000154,364662,32534,26124,22121,8968,5548,2605,1956,1214,415,383,312,576,626,614,1402,387.453,-0.637135,0.996799,95247.8,1.83508,0.001199,133.153,420927,134.961,34435,1,5793,1502,729,0,4,0,606,2221,0,92,2,991,6335,82711,0,1294,68,0,6,531,13,450670,33107,2,1570,18,1079,4,457005,Acer-negundo
0.399243,0.613889,0.200714,1032,187,0.009555,0.048088,0.001747,0.001549,0.000744,378632,21100,18314,16531,8032,5194,2270,1621,728,399,418,434,873,708,555,1012,408.239,-0.675422,0.997579,96588.8,1.57627,0.001375,121.16,454618,122.614,23825,11,7175,1059,503,0,11,1,575,1608,0,73,5,860,5970,72685,4,1992,11,0,1,281,2,442040,16285,100,1070,24,795,15,448010,Acer-negundo
0.378679,0.705768,0.215277,1163,380,0.078368,0.007623,0.007111,0.004491,0.002375,414847,21271,18830,15766,6476,3896,1774,1184,707,469,434,569,786,602,565,1161,416.077,-0.711054,0.998162,96304.8,1.28863,0.001327,110.264,466642,111.257,17295,1,5340,1010,544,0,11,0,642,1885,1,47,11,1190,6479,75293,3,1241,6,0,1,192,14,461371,12111,65,1016,28,782,19,467850,Acer-negundo
0.436405,0.505135,0.173189,962,231,0.017344,0.046607,0.000221,0.000338,0.000528,339128,22076,19244,17404,8026,5511,2235,1601,720,336,376,379,754,696,646,1217,401.761,-0.653765,0.996741,98533.6,1.67405,0.001604,131.629,447239,133.267,30769,7,4385,976,527,0,4,0,416,1485,0,77,0,744,5584,50600,4,821,7,0,0,146,2,408296,35795,101,983,7,790,3,413880,Acer-negundo
0.677972,0.453187,0.277803,573,506,0.082192,0.024499,0.001712,0.001295,0.000107,225805,24217,22465,18932,7737,4827,2200,1658,875,468,505,441,945,764,734,2376,415.467,-0.602646,0.980178,107086,1.35475,0.014667,169.55,480753,171.076,17021,0,2698,785,269,12,114,3,547,970,1,8,18,816,5161,17546,27,203,1,0,0,21,7,311372,51138,368,786,1,326,164,316533,Acer-negundo
0.423668,0.572972,0.2064,805,350,0.039863,0.039891,0.003451,0.001873,0.000103,289982,30321,24619,20728,8101,5047,2164,1691,911,403,418,371,632,677,676,1576,384.863,-0.627446,0.996689,93647.1,1.87999,0.001053,154.035,414902,156.035,21317,3,6805,923,593,0,0,23,638,1650,3,124,0,797,6006,94282,0,2224,2,0,7,226,13,371280,12751,0,925,6,716,4,377286,Acer-negundo
0.608817,0.42675,0.231007,953,327,0.016103,0.027044,0.005364,0.000849,0.000002,388151,30115,22239,18225,6527,3940,1904,1219,703,484,420,423,828,695,665,512,418.926,-0.669573,0.997023,91876.5,1.46275,0.001459,100.153,465069,101.238,17933,1,25877,526,787,0,0,54,1007,938,18,28,0,1351,6169,15969,0,64265,2,0,11,49,39,464886,215,10,528,3,773,2,471055,Acer-negundo
0.592694,0.409279,0.205117,553,565,0.067726,0.022968,0.004317,0.002732,0.000416,389386,28572,25230,20053,6719,4017,1777,1438,1049,476,444,347,673,690,734,1223,409.392,-0.555563,0.966075,104486,1.40122,0.019862,116.846,467385,118.106,16917,5,8024,1161,711,3,83,0,746,1800,2,116,3,804,6143,102880,274,4193,39,0,0,114,4,423774,12079,1097,1200,22,629,43,429917,Acer-negundo
0.509664,0.474151,0.183907,179,9,0.221214,0.005586,0.003983,0.003492,0.000972,270721,19607,18631,16012,5490,3276,1457,1043,711,430,505,460,959,815,717,3136,439.158,-0.637778,0.975027,106546,0.958742,0.018562,168.742,518950,169.815,11211,2,2024,584,292,0,5,0,570,833,4,7,3,879,5243,5489,0,340,0,0,3,56,14,340603,46612,19,584,3,348,15,345846,Acer-negundo
0.548389,0.468617,0.224379,848,337,0.054974,0.043249,0.002696,0.001507,0.001,400372,23102,20734,16127,5077,3190,1549,1117,638,402,379,429,828,805,755,2375,418.484,-0.564914,0.945362,107586,1.07266,0.02715,153.599,486190,154.72,26669,0,2969,1023,396,0,3,0,467,1268,0,10,0,744,5953,38651,0,625,0,0,0,94,5,421902,51500,34,1023,3,466,12,427855,Acer-negundo
0.516257,0.481005,0.20091,998,255,0.055485,0.028624,0.007691,0.00254,0.001097,339505,16086,14975,14878,9168,6210,3055,2249,933,551,499,481,771,580,453,341,410.735,-0.664341,0.997741,92292.5,1.71966,0.001105,105.62,452596,107.201,23170,0,23877,1747,897,0,15,1,967,2291,6,44,17,1776,6250,47665,5,16639,85,0,0,264,57,407904,861,87,1832,37,978,59,414154,Acer-negundo
0.462273,0.562918,0.205852,135,15,0.043337,0.058221,0.005762,0.000314,0.002739,203471,18506,16899,13799,5041,3241,1430,1124,563,361,283,328,501,521,504,1850,437.097,-0.599141,0.95889,106107,0.985782,0.024046,146.702,514965,147.747,12461,0,1984,429,358,0,0,3,632,699,5,5,0,676,4424,22038,0,179,1,0,2,78,1,268292,19879,3,430,2,342,3,272716,Acer-negundo
0.540606,0.449616,0.190122,736,458,0.099152,0.018885,0.005235,0.001424,0.000663,396608,32425,27563,21716,6318,3748,1663,1330,821,442,439,346,768,700,689,1302,407.254,-0.607159,0.986427,103953,1.44931,0.010729,112.674,463279,113.846,19075,5,5935,1226,625,0,59,0,661,1771,0,65,2,847,6233,99326,214,2341,65,0,3,247,9,443886,21578,778,1291,34,677,37,450119,Acer-negundo
0.467041,0.553399,0.224737,647,455,0.086988,0.054,0.00086,0.001048,0.001638,277176,24266,19596,16774,6348,3940,1681,1257,713,363,422,332,690,650,592,976,408.817,-0.669629,0.996743,92024.3,1.46569,0.001515,118.221,449256,119.472,11505,1,6489,970,545,0,4,31,653,1572,2,79,1,867,5387,64617,7,2494,19,0,1,100,10,362675,4856,88,989,26,762,1,368062,Acer-negundo
0.519625,0.487963,0.208413,982,286,0.019114,0.045925,0.001045,0.001584,0.000647,355760,25823,21584,20452,9845,5996,2415,1715,812,428,446,364,748,702,736,1943,390.529,-0.643911,0.996955,94854.5,1.8156,0.001289,147.469,424997,149.336,25722,4,6097,1081,483,0,0,10,524,1411,2,34,0,852,6250,95252,0,1530,2,0,0,75,37,430901,19311,18,1083,4,507,2,437151,Acer-negundo
0.431704,0.595418,0.218594,792,347,0.046566,0.021395,0.005824,0.001009,0.000349,373933,18248,16764,13684,4718,2905,1319,911,676,437,435,368,785,793,847,1736,440.233,-0.567707,0.941746,104494,0.943615,0.026215,142.228,517848,143.243,8951,4,4814,751,508,2,18,13,674,948,7,30,0,758,5849,67627,4,1407,0,0,0,7,1,407414,4161,199,751,5,536,4,413263,Acer-negundo
0.530216,0.443056,0.188379,543,567,0.00708,0.01033,0.004906,0.001229,0.000657,400862,21834,20199,17914,7933,4822,2070,1486,884,527,549,486,959,841,684,904,409.163,-0.682459,0.997995,91870.4,1.538,0.001045,118.825,449506,120.159,21919,0,20027,746,823,5,63,4,1093,2206,8,45,9,1684,6851,68355,134,14018,7,0,0,378,32,452028,1093,505,753,13,1020,88,458879,Acer-negundo
0.474442,0.454589,0.173775,842,351,0.094347,0.046684,0.004603,0.001099,0.000365,315726,28980,25041,20410,6760,4032,1719,1270,864,432,418,413,877,815,691,983,399.388,-0.662491,0.997474,92213,1.6437,0.001121,128.019,434809,129.486,22238,2,21016,972,553,12,82,11,670,1302,5,62,3,1153,6018,69592,70,16224,20,0,1,129,9,381851,747,625,992,13,624,42,387869,Acer-negundo
0.466709,0.625276,0.256449,722,368,0.025965,0.04559,0.00365,0.002937,0.000058,236741,27008,22869,19325,8266,4854,2033,1619,810,427,439,387,835,747,682,1469,396.947,-0.64453,0.997113,93811.4,1.76146,0.001055,157.777,433341,159.667,17137,5,10492,890,560,39,15,35,692,1348,4,39,4,828,5541,71475,1,4830,2,0,3,116,34,328976,5423,50,892,15,651,22,334517,Acer-negundo
0.398007,0.568105,0.171936,661,453,0.005474,0.029433,0.004787,0.002515,0.000953,343075,22336,21798,19138,7353,4580,2112,1453,703,430,430,436,823,864,759,1300,413.706,-0.512141,0.939906,104167,1.33251,0.026148,137.651,473810,139.049,18221,9,11302,791,525,12,62,5,674,1100,13,60,0,623,5711,81960,168,6563,2,0,0,18,2,379657,8141,856,793,7,504,29,385368,Acer-negundo
0.529043,0.428063,0.174042,533,481,0.062342,0.033671,0.000181,0.000318,0.000757,209391,29367,24681,20136,7048,4416,1898,1546,863,391,367,306,577,607,653,1604,388.281,-0.633629,0.997111,93723.7,1.86555,0.000956,163.753,420146,165.792,14781,1,7865,903,601,0,2,39,684,1345,0,37,0,738,5490,80513,0,2970,4,0,6,175,22,298902,5382,0,907,2,634,0,304392,Acer-negundo
0.60135,0.443669,0.22581,289,652,0.036956,0.023664,0.000112,0.000698,0.000227,291111,22892,20537,17066,6542,4307,2146,1632,893,462,421,459,822,826,742,1532,420.35,-0.612982,0.979973,104969,1.27842,0.016973,139.272,485622,140.548,17683,0,4615,883,467,1,67,5,737,1391,0,40,9,1001,5539,52922,39,1022,6,0,1,294,6,352687,20436,411,889,7,468,74,358226,Acer-negundo
0.493858,0.454272,0.197456,1013,289,0.137942,0.020637,0.001243,0.000776,0.001258,335170,23163,18866,14983,6060,4170,1871,1384,843,464,427,415,829,775,712,1934,420.358,-0.563864,0.961109,105528,1.21383,0.020462,151.676,486382,152.995,13512,2,4573,1032,404,65,152,6,597,1188,4,51,5,630,5747,76930,65,1169,13,0,1,14,1,380796,12581,784,1045,26,348,58,386543,Acer-negundo
