@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute vetor_caracteristica_0 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc40 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc47 numeric
@attribute histogram_acc57 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
59,49,13590,1616,10111,0,7194,1260,846,5,0,1260,4532,0,24417,683,7127,877,278241,62,52,2804,10,132,0,282773,Alnus-cordata
2585,6627,27270,24044,2830,0,2377,2187,305,17,0,478,4689,2945,53564,46363,1074,1232,270997,4681,1088,13,74,284,0,275686,Alnus-cordata
598,3382,26764,26470,4773,0,2275,2195,712,15,0,1085,4823,3960,80913,43753,743,2850,265097,1341,3,2,37,418,17,269920,Alnus-cordata
173,478,18034,25433,7750,0,4434,2263,827,0,0,558,4522,323,40969,38043,3858,1509,246031,420,7,3,89,669,0,250553,Alnus-cordata
119,180,15514,31234,17458,37,9579,2300,617,28,4,856,4747,5,23852,51074,9713,2151,231275,142,63,35,195,799,3,236022,Alnus-cordata
3277,10362,29379,18318,2512,0,2164,2390,489,17,0,558,4671,4105,56522,22510,1121,2787,306083,7455,20,8,102,545,1,310754,Alnus-cordata
182,865,18157,25831,8697,0,6220,2765,685,5,0,622,4512,468,35099,42605,8630,1988,212965,302,20,0,163,672,0,217477,Alnus-cordata
606,4560,24689,17552,1849,0,1530,1822,466,1,0,359,4295,2488,71775,20029,871,989,199072,986,1,5,3,108,0,203367,Alnus-cordata
62,55,10611,1822,26217,0,9795,1426,643,12,0,1047,4444,0,11820,717,19232,313,246662,73,59,297,2,98,64,251106,Alnus-cordata
2,1,5246,2823,27438,39,23629,1674,1347,32,0,1609,4619,0,6907,957,70842,1220,205760,2,8,88,2,144,68,210379,Alnus-cordata
370,3178,13818,10895,1797,0,1373,1426,553,4,0,756,4307,3373,53396,18522,695,840,230265,481,2,49,5,174,0,234572,Alnus-cordata
3723,10385,21134,13577,3104,0,2174,1949,643,1,0,826,4262,4213,40649,20438,1452,1233,207991,11302,0,6,5,281,2,212253,Alnus-cordata
49,241,8592,18001,10660,0,6395,1809,622,11,0,1116,4209,78,18337,30785,10355,939,183118,86,0,6,28,440,0,187327,Alnus-cordata
18,1005,26691,37498,16429,5,8142,2653,905,11,0,1069,4853,302,50149,35756,7587,3361,210218,18,30,1,100,1170,4,215071,Alnus-cordata
112,1377,16770,12810,1371,0,1402,1477,447,2,0,517,4170,356,70464,10812,732,568,205678,196,3,0,8,107,0,209848,Alnus-cordata
4360,11646,23922,13647,2263,0,1802,1621,560,1,0,749,4456,4583,41006,19214,673,903,290665,13358,0,12,22,505,0,295121,Alnus-cordata
545,1020,11569,19928,11607,0,8322,2721,699,1,0,778,3988,238,20505,19455,13726,1457,150303,2146,5,7,29,146,0,154291,Alnus-cordata
640,2404,21520,27379,9094,5,8036,2926,591,1,0,577,4695,1686,53217,51861,11108,2260,247715,2458,85,0,197,613,0,252410,Alnus-cordata
4976,14281,9290,2539,639,15,844,1327,104,160,13,398,3966,62855,10961,514,17,187,176189,7557,1204,1,14,70,0,180155,Arbutus-unedo
4869,11561,8229,1078,656,53,716,1320,447,56,6,502,3891,48369,19695,109,22,250,239948,16873,448,8,10,93,2,243839,Arbutus-unedo
31,11,20407,1505,5735,30,14497,1379,148,255,4,943,4088,0,12041,121,11146,261,350732,31,22,6640,4,15,9,354820,Arbutus-unedo
3664,9109,4852,660,757,137,944,917,422,19,0,545,3885,96603,2585,32,107,112,216235,5941,8,174,17,77,8,220120,Arbutus-unedo
16060,18736,5513,3190,544,23,548,1278,283,8,0,295,4015,20200,2404,1524,203,286,258511,65233,31,38,17,106,0,262526,Arbutus-unedo
865,7731,6907,680,678,41,1035,986,267,68,6,539,4322,114544,6213,11,46,101,228043,1317,861,73,28,27,0,232365,Arbutus-unedo
4684,10866,5624,912,910,277,857,1222,381,56,2,459,3966,96246,3633,41,11,150,211371,9675,119,10,7,102,2,215337,Arbutus-unedo
24297,27223,3687,1201,891,139,722,1039,347,40,3,497,3978,38808,1405,121,17,45,201843,54496,2,16,1,15,1,205821,Arbutus-unedo
8153,13852,8919,2646,477,31,927,1439,50,305,20,410,4064,54210,7280,1117,39,365,194656,22278,2622,5,32,76,3,198720,Arbutus-unedo
26207,41285,3457,13485,1779,1,1205,1547,660,23,5,566,4290,12111,151,1349,1330,61,179186,32256,0,4,4,43,0,183476,Arbutus-unedo
2486,6666,3808,668,968,0,753,1129,444,1,0,368,3836,77602,2938,21,165,214,233996,5948,0,89,4,76,0,237832,Arbutus-unedo
1564,6283,5187,685,825,47,857,882,401,36,0,408,4036,105209,2695,17,452,39,276043,2291,23,372,0,17,14,280079,Arbutus-unedo
6731,14955,9171,1487,485,108,552,1327,373,39,1,413,4127,49451,14642,241,11,249,267808,39624,129,10,8,35,0,271935,Arbutus-unedo
760,7402,6646,630,854,59,789,845,319,55,10,448,4191,113073,5837,12,9,19,190335,872,716,3,4,7,1,194526,Arbutus-unedo
3788,11204,7871,1425,1475,234,1136,1234,468,81,7,685,4160,101854,7376,316,34,701,273389,5974,301,47,8,51,1,277549,Arbutus-unedo
2779,10844,6411,729,798,124,858,953,349,27,9,458,4307,119347,4257,39,12,234,255505,4512,727,9,18,47,0,259812,Arbutus-unedo
16661,21734,5275,1723,836,64,872,1311,471,43,0,523,4376,63034,3516,125,121,191,275251,59623,12,25,16,86,2,279627,Arbutus-unedo
2978,7777,4571,885,922,245,586,1022,301,34,2,331,3981,102694,3121,31,8,147,241385,5741,260,6,5,56,0,245366,Arbutus-unedo
15258,20761,7325,1849,553,151,474,902,300,16,5,436,3992,36115,5726,155,2,15,210829,64288,130,1,10,15,0,214821,Arbutus-unedo
2569,6055,3496,714,666,147,671,882,238,55,1,399,4029,100350,2349,33,7,99,259270,5054,165,84,2,21,1,263299,Arbutus-unedo
8370,16794,8897,1615,1024,147,999,1457,462,73,5,743,4206,69865,9233,148,27,433,248506,32442,267,7,19,43,9,252712,Arbutus-unedo
8613,16886,9104,1772,686,0,779,1557,550,55,0,700,4244,52031,14163,119,177,563,224944,40245,0,8,17,86,0,229188,Arbutus-unedo
10087,16608,7521,1829,278,33,754,1209,39,286,16,297,3962,49651,6471,190,22,87,178235,23390,1721,1,26,31,1,182197,Arbutus-unedo
5009,12655,10627,3637,723,23,715,1250,92,145,12,375,3895,59246,12615,1076,19,99,168527,8847,1080,0,24,41,2,172422,Arbutus-unedo
36108,37536,11562,20816,647,0,714,1926,401,29,32,334,4385,7182,1252,3090,197,697,151105,45230,118,0,91,49,1,155490,Arbutus-unedo
20218,45983,8666,11954,1763,0,1858,1359,432,27,0,502,4018,29577,451,692,537,82,159667,21602,4,2,2,16,0,163685,Arbutus-unedo
9794,16381,5071,973,1107,183,895,1021,384,73,0,550,4082,84363,3130,62,47,126,244353,22097,227,59,7,11,15,248435,Arbutus-unedo
3978,17927,35203,14426,551,14,801,2313,293,256,18,548,4653,5054,60742,12797,0,170,125834,4766,1434,0,4,22,0,130487,Arbutus-unedo
5153,12026,6725,1628,1341,88,1019,1004,394,45,1,472,3946,73679,7563,294,467,331,271444,11922,3,69,2,46,2,275390,Arbutus-unedo
10929,17198,6965,1638,844,11,900,1416,545,44,1,683,4104,51255,7784,336,25,1204,229881,46773,117,1,4,59,0,233985,Arbutus-unedo
18863,23534,5048,1228,1203,182,833,1383,634,40,0,618,4282,64468,2455,70,2,286,225570,55022,47,4,7,114,1,229852,Arbutus-unedo
11131,34503,47480,11328,781,20,2240,2997,337,210,23,750,4751,8894,53622,5919,691,601,153914,17794,437,0,7,10,0,158665,Arbutus-unedo
21,20,16249,6281,6559,20,3763,1043,113,202,0,492,3777,1,22765,2052,987,82,348900,22,0,300,1,3,3,352677,Arbutus-unedo
19140,24457,8387,1790,377,36,659,1439,227,21,3,363,4134,34579,11048,102,148,239,214801,63346,229,187,27,89,3,218935,Arbutus-unedo
1817,7963,6104,797,836,72,870,811,372,49,4,506,3957,82440,11096,24,49,9,257329,2316,351,13,1,3,0,261286,Arbutus-unedo
8215,14770,4552,1512,1403,56,901,1223,447,79,3,532,4107,92778,3345,287,13,197,212678,12461,474,5,4,43,2,216785,Arbutus-unedo
7517,15620,9544,2748,602,20,881,1409,87,204,21,402,4090,59938,8571,732,42,229,184752,18288,1297,2,21,92,0,188842,Arbutus-unedo
6734,11854,4878,881,687,232,684,928,276,50,0,391,3864,73484,3608,11,3,34,209326,14926,41,1,3,42,1,213190,Arbutus-unedo
11787,18156,5604,1558,731,130,684,1045,343,52,2,485,3915,64607,4276,166,92,95,184544,32366,7,24,8,27,3,188459,Arbutus-unedo
14343,16818,6857,2934,307,3,457,1617,209,21,0,216,3990,9893,3820,454,75,341,193941,79233,94,1,42,122,0,197931,Arbutus-unedo
3,2,17074,4506,8236,0,5921,1559,102,208,6,441,3785,0,23879,415,1412,84,341964,3,0,161,1,28,21,345749,Arbutus-unedo
18583,15479,4828,2763,390,1,409,1349,213,18,1,340,4179,8834,3097,371,20,118,229494,95728,130,0,29,94,0,233673,Arbutus-unedo
15934,27997,12163,968,389,9,1076,583,175,14,0,857,3711,25404,10387,64,713,0,120852,31280,0,30,0,0,1,124563,Arbutus-unedo
14112,17828,3643,1108,696,0,550,1002,322,0,0,355,3960,40144,1528,50,311,108,297319,32214,0,197,7,107,0,301279,Arbutus-unedo
5694,10600,4171,821,750,259,532,917,342,64,1,347,3830,69256,2592,56,6,7,232382,10939,187,22,3,29,5,236212,Arbutus-unedo
2384,8799,6772,931,720,173,600,1205,417,26,0,350,3969,90369,7070,57,189,289,245897,5192,0,255,8,138,10,249866,Arbutus-unedo
5265,13869,7619,1383,1263,155,1019,1637,737,33,1,694,4247,97623,12923,539,69,1862,268295,12674,1,4,25,206,0,272542,Arbutus-unedo
6561,11719,4604,982,678,157,675,1075,366,12,0,491,3984,89938,4414,54,248,30,219909,13850,0,351,7,70,13,223893,Arbutus-unedo
693,2666,21020,12873,758,0,969,2005,289,303,18,590,4623,525,121925,6355,1,67,110683,852,1364,0,2,2,0,115306,Arbutus-unedo
5780,14162,9960,1426,691,251,645,1149,427,72,1,366,3969,60940,22719,179,90,82,206559,21895,143,31,6,42,4,210528,Arbutus-unedo
19488,21714,7036,1950,562,0,642,1320,246,15,1,367,4066,37335,3288,253,1,376,240992,54983,682,0,19,30,0,245058,Arbutus-unedo
0,0,11104,12998,5649,0,3590,1286,122,135,0,469,3775,0,25946,6461,1452,88,315312,0,0,5,0,4,2,319087,Arbutus-unedo
18511,44953,12137,18498,1623,4,1414,1993,443,57,1,425,4009,26718,932,5476,1423,106,183278,21401,4,18,0,27,6,187287,Arbutus-unedo
7608,17861,11051,1537,758,99,833,1403,521,47,2,647,4102,50277,11351,242,24,632,226469,50464,446,6,12,18,0,230571,Arbutus-unedo
15826,12852,4255,2460,464,0,464,1468,241,9,1,350,4305,7029,1730,238,14,208,222615,104136,119,1,22,102,0,226920,Arbutus-unedo
1230,5594,4634,866,722,17,618,1042,195,60,18,321,3995,95377,2518,22,4,55,204897,1676,1249,1,7,38,1,208892,Arbutus-unedo
27273,2581,43263,61070,865,65,14629,7281,47,853,0,1599,5489,0,813,4006,76,7,325110,27625,1195,0,0,0,235,330599,Betula-pendula
92,4044,13538,7331,3158,6,1902,679,185,45,0,699,3883,714,20149,2036,396,27,342582,92,0,41,0,0,3,346465,Betula-pendula
15145,1632,24093,27502,555,70,8109,4205,40,703,0,1470,4607,0,876,1776,94,150,292575,15539,753,0,0,0,47,297182,Betula-pendula
16200,1693,37995,47377,807,51,16160,8447,86,1051,0,3309,5894,0,1059,3606,181,190,336932,16340,1400,1,0,0,300,342826,Betula-pendula
15380,2054,21427,20204,1251,69,11661,5355,139,924,0,2416,5099,0,341,149,78,4,262215,15473,763,0,0,0,121,267314,Betula-pendula
22247,2900,23887,36982,1144,353,10191,5784,76,695,0,1997,5209,1,322,2659,139,20,367974,22764,562,5,0,0,312,373183,Betula-pendula
30702,1636,25123,43304,706,113,10858,7215,37,1093,2,1977,5297,0,152,1850,87,184,336107,31745,1265,4,0,0,153,341404,Betula-pendula
16463,3668,38825,46841,1298,34,17210,5270,62,843,1,2183,5065,3,2095,7130,516,297,322160,17066,501,0,0,0,167,327225,Betula-pendula
15751,4637,36715,43403,1599,50,10461,3550,45,560,1,972,4797,0,1434,5701,72,33,291794,15924,424,4,0,0,72,296591,Betula-pendula
12997,2653,34325,35240,1752,47,13506,4980,107,634,0,2179,4927,0,1098,1801,142,27,301473,13027,479,4,0,0,105,306400,Betula-pendula
21359,4968,41664,52639,1832,21,11477,6966,226,404,0,2103,5313,0,734,3992,240,11,292581,21567,322,13,0,0,126,297894,Betula-pendula
1344,23356,26091,2858,1358,196,1799,970,342,49,0,1204,4475,25223,58793,632,434,15,243888,1519,28,266,0,0,3,248363,Betula-pendula
23383,3762,48628,52594,1921,112,16721,8128,133,1016,0,2367,5820,2,1156,1736,104,87,319580,23471,1593,0,0,0,71,325400,Betula-pendula
35711,3203,23448,38590,754,85,7447,5757,32,741,1,1569,5615,0,168,1647,59,70,423698,37529,908,4,0,0,117,429313,Betula-pendula
31921,2423,28863,44764,358,82,5786,4154,21,465,0,875,4817,0,292,2165,59,17,266631,33006,1186,0,0,0,101,271448,Betula-pendula
24168,1470,30725,52649,594,133,11037,6674,31,663,2,1150,5151,0,277,4347,91,24,316190,24583,1735,0,0,0,139,321341,Betula-pendula
20045,3518,39512,55256,2687,61,17428,7440,143,849,0,2717,5670,0,609,3232,268,43,350004,20268,687,11,0,0,190,355674,Betula-pendula
15715,2000,25402,35086,869,47,8123,3496,34,445,0,1342,4566,0,429,2200,57,2,266577,15818,347,0,0,0,122,271143,Betula-pendula
15263,59814,38815,2926,783,29,1238,661,200,22,0,689,4760,34254,14610,541,310,0,265876,18653,0,216,0,0,0,270636,Betula-pendula
11892,11,31379,21516,21,4,937,1039,22,153,0,340,4487,0,7004,7370,70,17,301073,14773,21209,1,0,0,0,305560,Betula-pendula
32852,48024,29155,4613,662,78,1876,1759,191,140,0,1236,4812,11019,13399,1762,1298,96,260786,52043,84,12,0,0,0,265598,Betula-pendula
22098,1870,20101,34484,641,88,6521,4053,37,576,1,951,4658,0,91,1372,42,24,284767,22457,505,0,0,0,141,289425,Betula-pendula
24911,2607,33061,38321,1057,168,11456,5717,91,1127,1,1806,5155,0,517,1048,82,44,346014,25127,942,2,0,0,215,351169,Betula-pendula
26825,2837,22123,36269,643,62,6214,4212,29,688,2,1064,4983,0,121,1536,18,13,351749,27600,697,1,0,0,127,356732,Betula-pendula
13988,4409,32944,30802,1356,52,7226,2406,60,437,1,1275,4616,4,1543,1831,121,4,264406,14135,196,5,1,0,139,269022,Betula-pendula
21651,1942,21477,29067,676,142,7738,5146,85,525,2,1320,4752,0,235,766,51,5,278880,21934,810,2,0,0,162,283632,Betula-pendula
3016,26172,28193,3312,1238,23,1595,949,239,28,0,983,4516,20956,58430,910,110,4,254670,4320,1,35,0,0,0,259186,Betula-pendula
1897,30913,30342,744,952,306,2348,1121,319,153,0,1880,4521,24568,46504,25,269,27,217534,2031,121,141,0,0,0,222055,Betula-pendula
19139,5060,32060,39455,3405,61,17350,6548,219,641,0,2503,5254,4,595,1946,346,59,313075,19528,229,17,0,0,170,318329,Betula-pendula
53,19233,29038,1966,2821,4,3044,237,447,4,0,1848,4629,11436,55337,322,742,0,225479,53,0,382,0,0,0,230108,Betula-pendula
29341,3057,28691,47639,903,98,8992,5609,42,772,2,1317,5343,0,242,2834,59,30,330184,30083,1028,0,0,0,90,335527,Betula-pendula
22971,2468,39795,48977,831,135,12531,5460,43,757,0,1625,5334,0,984,4883,83,54,320092,23533,1187,1,0,0,171,325426,Betula-pendula
16748,2956,38217,50734,1113,70,10399,4071,37,606,0,1733,5136,2,1060,7253,166,93,276698,17094,541,19,0,0,105,281834,Betula-pendula
14355,1475,19836,34928,876,38,12342,5579,31,576,1,1507,4699,0,235,2985,156,46,300258,15020,577,3,0,0,81,304957,Betula-pendula
13576,2479,42139,47274,1668,67,17267,5730,99,899,0,2459,5175,1,1435,4247,239,126,334552,13702,674,14,0,0,154,339727,Betula-pendula
19846,1087,23518,34164,282,109,6470,3692,13,605,0,1101,4662,0,261,1182,40,33,315797,19996,1170,0,0,0,92,320459,Betula-pendula
19023,1550,24315,35540,808,75,11306,7106,82,654,0,2363,5214,0,301,1131,78,11,298564,19133,821,7,0,0,198,303778,Betula-pendula
22705,3670,23744,33165,1328,53,8787,4380,102,459,3,1320,4713,0,463,2519,102,11,253416,23383,437,6,0,0,81,258129,Betula-pendula
19102,1587,23289,35299,1107,50,15204,8218,135,1112,1,3753,5522,0,255,2809,295,416,324233,19624,628,9,0,0,228,329755,Betula-pendula
21651,2361,31550,39172,1313,18,13778,6986,178,784,0,2969,5630,0,431,1257,147,23,295515,21881,666,0,0,0,163,301145,Betula-pendula
15171,936,23521,35692,473,36,11868,7516,60,800,1,2512,5156,0,194,1823,74,60,301034,15425,1125,0,0,0,74,306190,Betula-pendula
29627,1515,23340,39921,534,142,8210,5878,28,660,0,1426,5141,0,115,1059,27,18,327495,29968,1124,0,0,0,106,332636,Betula-pendula
33992,2543,27088,41482,542,182,6972,4367,34,576,1,1024,5051,0,194,1478,102,4,318825,34621,907,2,0,0,233,323876,Betula-pendula
27767,42044,25031,5074,459,93,1410,1712,152,231,2,1106,4638,12354,11097,1209,78,130,239656,48099,26,0,0,0,0,244294,Betula-pendula
13051,43805,36565,5735,1172,39,2925,1573,543,80,0,2174,5169,19463,34625,1874,1183,193,305275,16606,13,566,0,1,0,310444,Betula-pendula
25905,2118,31237,38803,607,169,8682,5001,42,552,0,1339,5268,0,546,1274,78,53,332431,26309,923,3,0,0,125,337699,Betula-pendula
26778,2580,24310,35207,357,115,5617,3504,10,594,0,999,4681,0,258,2126,57,45,273704,28560,783,0,0,0,71,278385,Betula-pendula
26337,2175,22337,36505,393,65,4483,3310,14,314,0,628,4487,0,198,1733,57,4,240267,26856,772,0,0,0,58,244754,Betula-pendula
345,31322,42952,1520,2381,50,3107,343,336,83,0,1723,4934,22182,56735,93,739,0,291357,346,0,469,0,0,48,296291,Betula-pendula
11176,1088,25704,36637,545,45,13450,5495,30,786,0,1889,4924,0,454,2464,90,36,303516,11247,760,1,0,0,158,308440,Betula-pendula
15527,6624,52463,43031,3021,81,14307,4495,104,499,2,1222,5362,1,4180,2420,148,1,333025,15557,587,7,0,0,76,338387,Betula-pendula
15926,1064,18174,26288,477,98,8727,6065,64,878,0,1767,4887,0,129,955,56,47,244695,16140,826,1,0,0,183,249582,Betula-pendula
22873,3224,34604,40466,1073,29,10468,5124,84,720,3,2063,5244,1,699,3023,168,23,316722,23182,541,7,0,0,193,321966,Betula-pendula
29715,2144,23078,18590,18,7,851,1226,54,141,4,314,4534,10,1339,5676,96,171,291630,47471,6216,0,3,8,0,296164,Betula-pendula
20009,3760,27602,35719,1744,66,12275,5767,130,747,0,2411,5088,2,431,2413,154,160,299040,20353,320,3,0,0,215,304128,Betula-pendula
26371,6299,40259,14595,45,64,1095,1066,24,95,1,388,4526,33,10465,2153,164,7,279077,32965,3292,0,1,1,0,283603,Betula-pendula
12990,1049,31021,31644,633,106,13673,5354,73,734,4,2266,5098,0,1186,1331,81,11,289798,13039,829,2,0,0,259,294896,Betula-pendula
2452,22654,24007,3191,585,136,1147,778,186,10,0,768,4348,17367,50803,619,39,0,262686,3070,1,145,0,0,0,267034,Betula-pendula
9686,33729,51746,17306,1754,1,3221,1008,379,156,0,1936,4811,7581,42498,13854,1095,0,245604,13327,9,80,0,0,608,250415,Betula-pendula
1,20037,35551,1156,4048,28,3022,382,404,60,0,1651,4727,13207,75332,51,594,0,268143,1,1,349,0,0,81,272870,Betula-pendula
15339,2148,24187,34055,673,30,8985,4475,36,575,0,1595,4769,0,410,3151,57,24,321140,15502,531,3,0,0,144,325909,Betula-pendula
12387,22796,4818,873,808,0,815,1273,524,2,2,751,5375,141432,671,8,4,6,302885,15839,32,1,3,22,0,308260,Broussonetia-papyrifera
1285,10756,7131,449,286,0,450,458,201,3,1,438,4309,96582,1600,1,0,0,242599,1629,74,6,4,8,0,246908,Broussonetia-papyrifera
10253,22276,6692,1028,693,0,853,1317,591,6,5,952,5878,73465,1197,1,0,3,350546,11671,208,1,10,27,0,356424,Broussonetia-papyrifera
20225,19026,2357,776,230,0,355,779,165,5,2,464,4147,29804,424,2,0,3,196297,70672,43,5,1,4,0,200444,Broussonetia-papyrifera
20509,27680,3435,526,345,143,788,742,262,12,0,554,4166,62809,1167,2,27,2,219951,28835,45,131,8,25,0,224117,Broussonetia-papyrifera
5177,11165,3613,672,288,189,821,617,186,26,1,509,4118,93681,1247,16,80,0,206069,6660,20,203,2,9,0,210187,Broussonetia-papyrifera
447,25729,42715,423,655,6,1307,823,454,6,0,1141,5271,28914,44281,1,6,3,338350,517,22,260,6,9,0,343621,Broussonetia-papyrifera
10851,19153,6453,686,155,0,370,704,148,7,1,611,4867,75306,2772,0,0,2,325157,19599,3,0,0,0,0,330024,Broussonetia-papyrifera
3172,34637,33129,800,95,96,454,801,98,22,1,416,4164,22884,21440,2,0,6,233651,3406,118,36,19,29,0,237815,Broussonetia-papyrifera
320,7920,26682,337,108,229,1173,570,104,31,6,747,4037,2420,48548,0,17,0,193661,333,117,1936,27,11,3,197698,Broussonetia-papyrifera
18638,29022,8274,1074,358,0,727,1339,361,15,1,756,5622,31003,1532,0,0,2,338043,25506,250,0,8,31,0,343665,Broussonetia-papyrifera
1192,12552,9565,857,361,1,544,737,270,10,2,589,4787,98293,3054,15,1,0,259459,1317,59,18,4,1,0,264246,Broussonetia-papyrifera
13154,11275,1157,639,198,0,326,699,194,17,1,484,4640,6866,770,0,0,0,343641,85011,70,0,1,2,0,348281,Broussonetia-papyrifera
1459,11720,8092,513,349,0,498,515,252,5,1,477,4423,132612,2053,1,0,0,238394,2046,222,1,5,6,0,242817,Broussonetia-papyrifera
22425,38736,4702,822,321,139,647,925,254,13,1,512,4243,62138,1828,8,1,39,205248,26187,95,15,3,44,0,209491,Broussonetia-papyrifera
12030,39334,28032,2013,687,1,1469,1506,346,19,5,1102,6121,12506,5585,24,1,2,361036,12879,220,59,10,20,0,367157,Broussonetia-papyrifera
7456,38460,18445,1603,1003,9,1144,1809,814,9,5,1157,6037,44703,3028,18,0,21,342315,7672,98,7,8,78,0,348352,Broussonetia-papyrifera
14900,42858,12835,1447,852,0,1227,2030,664,17,1,1115,6154,57557,2614,28,5,65,393339,15913,113,1,15,45,0,399493,Broussonetia-papyrifera
1533,20753,17935,548,251,87,595,701,183,12,0,531,4138,57524,9429,2,0,0,210799,1814,50,57,18,28,0,214937,Broussonetia-papyrifera
690,22475,18896,597,128,70,546,547,74,24,1,351,4079,61706,9918,2,8,0,198301,720,79,39,7,19,0,202380,Broussonetia-papyrifera
4083,37007,26326,1766,931,51,1664,2155,626,37,4,1569,6497,48175,8187,62,10,149,465203,4189,139,69,25,55,1,471700,Broussonetia-papyrifera
834,17012,15015,507,480,0,592,707,347,0,0,566,5228,94256,8088,0,0,0,361158,987,4,19,7,9,0,366386,Broussonetia-papyrifera
1629,22132,14820,539,220,125,821,643,176,17,3,585,4213,65649,8477,2,0,0,247113,1678,57,312,6,45,0,251326,Broussonetia-papyrifera
8513,12558,2870,368,155,0,366,407,138,3,0,404,4431,40193,782,0,0,0,377622,15661,2,0,0,0,0,382053,Broussonetia-papyrifera
562,15953,22963,514,111,139,913,515,113,31,1,548,4286,10049,59975,2,26,0,255806,583,60,666,3,10,0,260092,Broussonetia-papyrifera
833,11749,7964,538,189,99,885,572,129,11,2,553,4076,80057,2992,3,65,0,210889,1044,24,271,3,20,0,214965,Broussonetia-papyrifera
9973,23132,8356,747,284,75,695,983,194,33,2,497,4250,73512,3379,3,4,47,234191,12868,237,14,17,36,0,238441,Broussonetia-papyrifera
1224,6544,27924,467,261,108,1020,569,176,6,2,705,4570,2480,43460,0,52,0,212013,1424,631,509,7,2,14,216583,Broussonetia-papyrifera
1194,28845,21383,628,117,102,806,743,141,26,2,606,4347,91531,11420,8,1,7,216261,1221,102,394,2,12,1,220608,Broussonetia-papyrifera
1978,5343,3810,409,315,158,873,600,198,15,1,532,4063,84416,1220,0,15,2,215344,2535,10,525,7,23,1,219407,Broussonetia-papyrifera
17961,22260,2400,743,348,0,500,659,243,4,0,482,4604,60601,689,0,6,0,268920,33371,63,8,13,11,0,273524,Broussonetia-papyrifera
37935,28573,2296,847,279,2,488,890,178,1,5,383,4072,4643,1080,1,1,14,233561,57683,25,23,9,55,0,237633,Broussonetia-papyrifera
304,22179,31597,765,363,180,1206,844,245,30,3,756,4418,46804,37084,20,31,30,222849,327,164,720,4,9,0,227267,Broussonetia-papyrifera
17936,33441,3877,996,621,1,636,1262,533,11,2,667,5625,59627,569,0,0,3,329092,19509,197,0,9,37,0,334717,Broussonetia-papyrifera
16450,18029,2835,708,190,0,365,668,138,18,1,337,4302,35335,685,12,0,0,209668,40948,73,0,7,6,0,213970,Broussonetia-papyrifera
329,10065,8898,518,326,56,878,729,214,26,2,594,4086,87098,3417,8,25,3,188420,383,35,491,6,4,0,192506,Broussonetia-papyrifera
6733,19398,9869,718,121,52,383,603,62,16,0,359,4177,66606,3629,7,0,0,210321,9672,107,4,5,15,0,214498,Broussonetia-papyrifera
2602,16112,24126,832,131,138,570,748,82,37,2,441,4166,22747,47908,3,0,0,208985,3394,191,141,8,10,0,213151,Broussonetia-papyrifera
623,16814,33517,704,130,117,1116,601,71,29,0,651,4211,10134,51192,3,14,1,212891,657,106,1974,13,23,3,217102,Broussonetia-papyrifera
31017,42574,5894,720,272,13,672,776,132,10,2,508,4214,37733,3136,1,3,0,198204,39114,95,45,7,35,0,202418,Broussonetia-papyrifera
