@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Median numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier6 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH11 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKSumAverage90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc4 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.429828,1506,309,6,1,311,0.240797,0.063226,315622,13626,15685,15515,14222,7812,3335,1602,936,573,393,322,598,660,507,589,-0.521752,0.902774,105670,59.9112,1.08791,797.617,0.035192,510869,85.2652,13079,0,4661,1066,401,743,649,43,526,1264,375,61,196,10,419,4812,48,1950,4,0,13,88,0,359264,11967,62378,353,1070,57,993,29,364076,Acer-monspessulanum
0.477418,1331,221,10,2,229,0.047787,0.00187,179981,17506,15651,14842,13628,7832,3892,1995,1272,782,439,308,581,564,560,684,-0.561451,0.955326,104730,72.5926,1.3043,813.148,0.020125,523934,104.845,10607,0,4342,713,189,101,53,346,1108,949,263,12,30,0,743,4423,0,1490,2,2,15,119,3,276916,12087,35157,13,715,88,101,9,281339,Acer-monspessulanum
0.443243,1475,218,7,1,222,0.054789,0.021018,294740,12900,14164,13703,12070,5502,2531,1263,918,773,354,266,722,778,460,821,-0.539459,0.880278,105558,66.3323,0.856762,826.25,0.038977,537342,92.9037,9501,1,2127,1023,284,796,824,47,783,1209,263,90,207,1,411,4584,0,751,111,0,3,22,1,345580,14716,38658,38,1134,49,933,30,350164,Acer-monspessulanum
0.402932,1163,422,7,1,426,0.216715,0.105432,344154,15247,17658,17995,17525,10273,4946,2270,1481,778,369,314,514,368,340,1121,-0.537664,0.956526,111669,55.8562,1.4931,735.35,0.021249,464544,89.5693,9586,5,2618,1248,228,142,25,620,975,1601,339,63,11,3,539,4947,1,901,22,166,118,212,4,378676,108416,13056,33,1270,156,146,27,383623,Acer-monspessulanum
0.335359,1033,618,11,2,628,0.359084,0.16572,403806,14256,16678,17460,16894,10340,4761,2086,1216,749,339,328,735,550,315,163,-0.539149,0.934037,107048,36.4546,1.26029,765.197,0.031262,483745,62.8027,26638,2,4804,1232,394,1081,1343,258,988,1493,313,69,866,24,1154,5404,0,2372,48,346,113,433,126,426849,53812,59659,20,1280,27,1736,9,432253,Acer-monspessulanum
0.201675,1004,415,7,1,419,0.361386,0.048602,395645,13482,8461,7104,7278,7202,6161,4412,4007,1327,386,280,467,280,176,187,-0.645693,0.993809,95994.6,64.0379,1.58329,805.707,0.004833,504827,97.4519,25685,6,28624,3207,2933,215,484,62,1026,1357,136,36,442,208,461,4971,4,15122,178,8,25,473,1,462722,4429,35565,233,3385,848,219,155,467693,Acer-monspessulanum
0.212674,1278,288,8,2,292,0.238111,0.086706,250041,45828,25513,18301,14957,8360,3918,1855,1224,742,280,309,642,610,342,97,-0.583437,0.98979,106053,40.6662,1.77289,771.47,0.002872,487895,63.6133,12883,0,3831,1507,419,272,358,89,723,2008,615,46,128,6,956,4950,1057,1094,378,55,37,2151,146,406818,68876,21510,1762,1885,6,352,26,411768,Acer-monspessulanum
0.377946,1322,257,4,2,253,0.083471,0.033702,200440,20942,19406,17799,15411,7499,3528,1775,1361,796,490,479,738,428,458,608,-0.565182,0.961267,106081,66.4467,1.34675,796.718,0.018145,510653,94.0826,13357,1,3697,988,272,321,448,441,947,1248,312,74,95,0,540,4507,0,1690,44,67,62,77,0,298427,27891,31231,57,1032,90,328,11,302934,Acer-monspessulanum
0.395878,1304,233,11,4,239,0.318802,0.029286,279891,10968,13298,13974,13381,8050,3726,1738,1071,596,438,362,802,688,538,611,-0.51497,0.882774,106487,64.8597,0.992475,809.803,0.037556,523233,90.295,13953,3,2506,836,318,312,232,104,806,978,333,60,87,0,450,4424,0,654,57,27,9,6,5,334941,19655,43460,10,893,99,314,9,339365,Acer-monspessulanum
0.306407,1357,425,6,2,425,0.329765,0.105558,431956,10910,13344,14076,13808,9179,4759,2374,1382,765,280,264,557,610,539,492,-0.524273,0.911763,108869,45.1526,1.14016,781.088,0.034613,500339,72.0863,17283,0,3722,1474,363,243,371,36,543,1837,324,51,144,12,576,5244,957,1777,76,5,18,541,13,451691,73612,29385,1718,1550,13,334,35,456935,Acer-monspessulanum
0.24726,1474,363,13,0,381,0.702886,0.047221,233603,64050,34469,23501,19421,10866,5052,2485,1711,741,324,294,574,548,382,164,-0.563014,0.992672,105288,39.3791,2.03315,734.353,0.001179,454829,66.3155,17841,12,3927,1686,425,60,151,1,579,2676,652,160,149,7,1270,5464,1535,1303,561,0,19,3316,126,439785,98657,28571,2290,2247,3,64,23,445249,Acer-monspessulanum
0.202279,1427,339,6,1,341,0.382064,0.024431,393219,14648,16237,17186,16142,10256,5180,2630,1698,936,325,274,596,566,370,198,-0.562187,0.958171,108576,43.6996,1.38505,755.157,0.022187,477137,67.4745,23552,0,5610,1478,494,375,13,443,1134,1731,367,90,48,5,912,5180,3,2268,136,197,63,759,19,422136,73578,45989,52,1614,34,405,15,427316,Acer-monspessulanum
0.332103,1168,527,14,6,535,0.082269,0.136101,263921,22538,20001,17962,15077,6424,2320,1086,749,782,470,365,664,225,37,0,-0.622657,0.99022,96303,36.4166,1.47169,786.846,0.003705,488091,57.1209,907,0,5851,2627,80,39,371,17,1479,1653,98,1,253,0,1186,4784,2,72242,424,0,618,9,2,346312,782,1014,144,3051,0,39,0,351096,Acer-monspessulanum
0.366667,1061,497,9,4,499,0.168135,0.085011,305266,20976,20811,18543,15633,7419,3063,1523,1097,630,326,295,550,568,360,173,-0.588724,0.965509,105939,38.9046,1.27549,780.297,0.020017,495587,61.266,19258,0,5120,1087,383,97,47,699,1610,1575,438,45,47,0,980,4837,5,2771,113,330,395,563,41,366242,34143,51132,23,1200,34,97,6,371079,Acer-monspessulanum
0.389667,1630,182,6,1,184,0.2043,0.043016,303194,12810,15336,15749,15047,8700,4133,1949,1142,629,312,299,513,562,472,539,-0.518512,0.914547,105987,51.4372,1.21302,786.284,0.032947,501032,77.4418,19650,0,5039,883,375,431,21,582,1325,1245,348,35,76,0,912,4796,0,1803,56,237,145,338,15,350941,19462,60868,0,939,71,462,2,355737,Acer-monspessulanum
0.328937,955,488,6,2,488,0.219483,0.107668,361838,20763,15988,14430,13075,8093,4064,1981,1292,756,245,252,447,448,397,411,-0.597893,0.979226,107946,42.7228,1.43694,785.173,0.011078,502726,67.5249,11630,3,3589,1110,308,169,415,21,657,1964,536,75,156,6,869,4982,718,1660,101,0,15,1342,30,433771,72694,17597,1596,1211,4,183,7,438753,Acer-monspessulanum
0.406951,1401,414,8,3,416,0.230833,0.022533,293205,15334,16738,16646,14416,7765,3256,1709,1225,725,336,321,580,625,525,880,-0.586353,0.962298,108173,68.3113,1.25212,786.967,0.017973,504691,96.6915,11093,4,3364,976,190,799,410,183,622,1322,208,56,103,3,427,4748,27,1702,20,49,1,262,1,349769,55955,19135,237,996,12,984,26,354517,Acer-monspessulanum
0.446117,1333,249,7,3,249,0.134425,0.02346,209805,17604,17136,14894,12111,4868,2237,1146,1104,601,493,373,548,425,437,870,-0.586799,0.938634,104717,73.3832,0.991078,823.546,0.028284,533661,100.307,6866,1,2102,843,324,536,617,141,701,1109,499,98,92,6,414,4379,0,611,50,5,9,90,11,282236,8750,36124,0,893,97,580,16,286615,Acer-monspessulanum
0.204578,408,96,4,0,96,0.488518,0.050187,251255,15583,17029,17194,15570,7892,3529,1584,1273,865,445,401,636,670,439,143,-0.536324,0.918091,104434,51.9886,1.12704,806.65,0.031983,517465,73.9836,10372,0,5751,706,360,18,4,372,1442,983,301,24,5,0,1145,4620,0,4227,4,49,325,45,9,323012,5402,53926,0,710,188,18,3,327632,Acer-monspessulanum
0.461264,1438,244,6,1,246,0.023761,0.059391,268893,17765,17979,16611,14192,6871,3024,1723,1401,758,395,372,694,669,468,737,-0.575501,0.958825,106673,66.8831,1.27898,791.436,0.022829,506649,95.5975,13795,6,3332,1037,165,886,425,144,694,1580,234,96,169,4,592,4789,507,879,55,67,14,382,7,338077,33985,35829,1404,1092,0,1156,34,342866,Acer-monspessulanum
0.339083,1435,278,11,3,286,0.153406,0.038685,316904,15669,15389,14591,12246,6162,2906,1559,1320,759,400,306,590,532,456,467,-0.577772,0.9439,105563,54.9864,1.10569,806.456,0.026476,518835,79.1691,15450,0,4910,872,382,78,5,648,1038,1171,381,31,20,2,717,4765,5,2304,30,191,29,199,3,366065,20560,47339,85,902,138,78,7,370830,Acer-monspessulanum
0.285837,1620,218,6,3,216,0.387611,0.06939,425004,17928,16618,16610,15592,9298,4261,1922,1272,874,285,262,517,602,476,472,-0.569265,0.957794,108872,49.1726,1.32242,776.103,0.024012,495899,73.6262,17277,0,2868,1288,299,631,201,69,605,1836,365,71,158,14,737,5355,972,678,67,41,14,529,8,471040,83803,27266,1691,1355,0,820,50,476395,Acer-monspessulanum
0.301705,1033,443,9,5,443,0.213843,0.132127,354403,10955,12263,12386,11897,7264,3841,1876,1278,718,268,255,519,536,419,478,-0.53384,0.909727,106381,49.2008,1.06341,802.033,0.0338,515885,75.9665,17842,0,5880,968,255,628,380,111,710,1259,142,32,113,1,531,4752,17,4330,23,19,5,91,3,386102,29316,43058,178,991,85,810,11,390854,Acer-monspessulanum
0.310433,1060,422,11,2,432,0.138154,0.036201,399073,15827,7755,6333,5979,6073,4776,3395,2816,1109,355,205,269,143,104,102,-0.668059,0.996003,85933.4,59.0562,1.50626,779.283,0.001469,466885,84.0779,20655,10,17331,2038,642,251,565,86,1071,1825,77,44,383,259,588,5120,27,9994,127,55,14,478,7,493860,11862,30149,356,2165,160,261,236,498980,Acer-monspessulanum
0.305225,1258,218,7,1,222,0.337098,0.085858,461291,15856,8512,6372,5788,5788,5195,4086,3994,1333,330,243,448,293,201,131,-0.676089,0.994869,95756.1,58.2134,1.37972,823.278,0.004288,520861,88.385,23657,9,22571,3277,2267,228,469,9,714,1318,142,59,142,85,365,4934,18,10202,133,0,27,333,0,542474,8872,31595,262,3410,626,238,119,547408,Acer-monspessulanum
0.323045,895,508,9,1,516,0.480013,0.144123,387651,19521,10084,8584,8884,8676,6822,4919,4156,1343,346,322,458,257,172,146,-0.660036,0.997494,90288.1,63.4461,1.78003,764.419,0.000937,459790,95.528,30818,5,25727,2999,1253,419,713,81,818,1720,194,74,261,103,846,5253,162,16310,308,11,21,370,12,492031,14646,46318,924,3307,297,484,123,497284,Acer-monspessulanum
0.401077,1105,367,11,2,377,0.243842,0.033979,371092,10245,11820,12425,12165,8061,4045,1886,939,663,344,336,795,633,327,184,-0.520324,0.893002,107421,47.4392,1.04694,796.054,0.036745,511861,68.0832,17421,1,2923,1198,291,623,583,113,616,1388,244,8,248,12,516,4791,572,1042,2,83,27,123,5,397836,45991,36146,1185,1200,0,822,1,402627,Acer-monspessulanum
0.413904,1238,342,12,1,356,0.177332,0.053382,295931,11966,13565,13855,13484,8543,4298,2038,1192,688,379,332,687,591,352,158,-0.531642,0.913704,106260,46.1182,1.11502,801.401,0.033535,515154,69.8676,17304,3,5418,1201,265,113,49,369,1320,1321,260,35,61,0,764,4628,0,2990,18,163,586,145,5,348740,33055,32750,0,1219,75,113,13,353368,Acer-monspessulanum
0.475935,1479,322,13,1,338,0.088472,0.008707,279226,15262,17566,17869,16058,8181,3826,1854,1504,748,355,325,644,608,580,1016,-0.511528,0.923787,108038,66.488,1.31396,772.628,0.029711,491703,97.9833,16247,0,3234,1211,257,621,187,301,1219,1326,193,56,115,3,655,4900,330,1023,44,245,113,165,5,334318,47062,36730,963,1255,42,692,26,339218,Acer-monspessulanum
0.293343,1206,365,8,1,371,0.420687,0.059891,436787,12686,15517,16800,16284,10380,5304,2462,1479,786,316,318,635,537,330,260,-0.52537,0.920049,108156,38.1543,1.20969,769.398,0.033103,488969,62.9248,23847,0,4956,1485,481,203,363,12,731,1832,426,101,108,11,497,5193,728,2215,118,0,43,795,3,458664,70442,47157,1366,1603,57,246,28,463857,Acer-monspessulanum
0.357048,1613,177,5,0,179,0.133631,0.030277,297860,13778,15385,15197,13325,7320,3462,1660,1182,569,401,403,746,654,460,660,-0.521267,0.900888,105640,62.7297,1.08111,798.686,0.034657,511809,90.1813,9635,0,3630,914,363,643,587,109,969,1002,391,38,79,0,551,4780,0,1192,39,11,50,20,0,344319,7364,65574,15,953,70,685,4,349099,Acer-monspessulanum
0.317407,1307,636,20,1,666,0.714086,0.084512,364662,32534,26124,22121,18014,8968,4375,2605,1956,1214,383,312,576,626,614,1402,-0.637135,0.996799,95247.8,90.6715,1.83877,710.209,0.001199,420927,134.961,34435,1,5793,1502,729,0,4,0,606,2221,1065,92,4,2,991,6335,0,1294,68,0,6,531,13,450670,33107,117146,2,1570,145,0,18,457005,Acer-negundo
0.46592,1717,443,10,2,451,0.809858,0.05613,378632,21100,18314,16531,14297,8032,4485,2270,1621,728,418,434,873,708,555,1012,-0.675422,0.997579,96588.8,85.1931,1.63013,748.33,0.001375,454618,122.614,23825,11,7175,1059,503,0,11,1,575,1608,794,73,15,5,860,5970,4,1992,11,0,1,281,2,442040,16285,96510,100,1070,57,0,24,448010,Acer-negundo
0.379404,1111,355,9,3,359,0.512485,0.1819,414847,21271,18830,15766,12847,6476,3180,1774,1184,707,434,569,786,602,565,1161,-0.711054,0.998162,96304.8,75.4005,1.37204,762.698,0.001327,466642,111.257,17295,1,5340,1010,544,0,11,0,642,1885,780,47,19,11,1190,6479,3,1241,6,0,1,192,14,461371,12111,92588,65,1016,15,0,28,467850,Acer-negundo
0.487272,1669,381,6,2,381,0.247041,0.060379,339128,22076,19244,17404,15329,8026,4387,2235,1601,720,376,379,754,696,646,1217,-0.653765,0.996741,98533.6,92.0158,1.7133,736.461,0.001604,447239,133.267,30769,7,4385,976,527,0,4,0,416,1485,789,77,3,0,744,5584,4,821,7,0,0,146,2,408296,35795,81369,101,983,39,0,7,413880,Acer-negundo
0.209677,1170,549,15,3,565,0.230791,0.029265,225805,24217,22465,18932,15674,7737,4073,2200,1658,875,505,441,945,764,734,2376,-0.602646,0.980178,107086,122.623,1.43102,761.647,0.014667,480753,171.076,17021,0,2698,785,269,12,114,3,547,970,325,8,163,18,816,5161,27,203,1,0,0,21,7,311372,51138,34567,368,786,27,12,1,316533,Acer-negundo
0.314245,1483,424,19,2,450,0.171841,0.024657,289982,30321,24619,20728,17009,8101,4059,2164,1691,911,418,371,632,677,676,1576,-0.627446,0.996689,93647.1,111.741,1.88929,705.486,0.001053,414902,156.035,21317,3,6805,923,593,0,0,23,638,1650,716,124,4,0,797,6006,0,2224,2,0,7,226,13,371280,12751,115599,0,925,392,0,6,377286,Acer-negundo
0.152017,1575,476,7,4,474,0.177471,0.083715,388151,30115,22239,18225,14307,6527,3312,1904,1219,703,420,423,828,695,665,512,-0.669573,0.997023,91876.5,72.8557,1.53593,767.918,0.001459,465069,101.238,17933,1,25877,526,787,0,0,54,1007,938,773,28,2,0,1351,6169,0,64265,2,0,11,49,39,464886,215,33902,10,528,3876,0,3,471055,Acer-negundo
0.313882,1690,609,12,4,617,0.598019,0.091414,389386,28572,25230,20053,15491,6719,3290,1777,1438,1049,444,347,673,690,734,1223,-0.555563,0.966075,104486,79.4402,1.4743,750.435,0.019862,467385,118.106,16917,5,8024,1161,711,3,83,0,746,1800,629,116,43,3,804,6143,274,4193,39,0,0,114,4,423774,12079,119797,1097,1200,160,3,22,429917,Acer-negundo
0.357988,155,11,3,0,9,0.375766,0.166076,270721,19607,18631,16012,12595,5490,2529,1457,1043,711,505,460,959,815,717,3136,-0.637778,0.975027,106546,119.042,1.10703,805.087,0.018562,518950,169.815,11211,2,2024,584,292,0,5,0,570,833,347,7,15,3,879,5243,0,340,0,0,3,56,14,340603,46612,16700,19,584,39,0,3,345846,Acer-negundo
0.318477,1520,537,15,3,553,0.273316,0.060909,400372,23102,20734,16127,11863,5077,2587,1549,1117,638,379,429,828,805,755,2375,-0.564914,0.945362,107586,110.52,1.18268,767.116,0.02715,486190,154.72,26669,0,2969,1023,396,0,3,0,467,1268,466,10,12,0,744,5953,0,625,0,0,0,94,5,421902,51500,65320,34,1023,4,0,3,427855,Acer-negundo
0.412584,1753,509,15,0,531,0.683444,0.085111,339505,16086,14975,14878,13651,9168,5067,3055,2249,933,499,481,771,580,453,341,-0.664341,0.997741,92292.5,69.2109,1.73023,752.92,0.001105,452596,107.201,23170,0,23877,1747,897,0,15,1,967,2291,970,44,59,17,1776,6250,5,16639,85,0,0,264,57,407904,861,70835,87,1832,297,0,37,414154,Acer-negundo
0.37996,95,11,3,0,9,0.936625,0.025222,203471,18506,16899,13799,10623,5041,2667,1430,1124,563,283,328,501,521,504,1850,-0.599141,0.95889,106107,107.965,1.12878,801.365,0.024046,514965,147.747,12461,0,1984,429,358,0,0,3,632,699,342,5,3,0,676,4424,0,179,1,0,2,78,1,268292,19879,34499,3,430,304,0,2,272716,Acer-negundo
0.318635,2068,445,9,1,453,0.400624,0.167486,396608,32425,27563,21716,15964,6318,3031,1663,1330,821,439,346,768,700,689,1302,-0.607159,0.986427,103953,77.7383,1.51603,746.508,0.010729,463279,113.846,19075,5,5935,1226,625,0,59,0,661,1771,677,65,37,2,847,6233,214,2341,65,0,3,247,9,443886,21578,118401,778,1291,75,0,34,450119,Acer-negundo
0.182793,1530,400,10,2,408,0.15179,0.071805,277176,24266,19596,16774,13881,6348,2889,1681,1257,713,422,332,690,650,592,976,-0.669629,0.996743,92024.3,87.3236,1.54601,749.434,0.001515,449256,119.472,11505,1,6489,970,545,0,4,31,653,1572,760,79,1,1,867,5387,7,2494,19,0,1,100,10,362675,4856,76122,88,989,213,0,26,368062,Acer-negundo
0.451216,1778,458,9,2,464,0.712087,0.021867,355760,25823,21584,20452,18228,9845,4787,2415,1715,812,446,364,748,702,736,1943,-0.643911,0.996955,94854.5,104.459,1.82916,715.854,0.001289,424997,149.336,25722,4,6097,1081,483,0,0,10,524,1411,506,34,2,0,852,6250,0,1530,2,0,0,75,37,430901,19311,120974,18,1083,276,0,4,437151,Acer-negundo
0.42349,2113,494,18,8,506,0.296785,0.00351,373933,18248,16764,13684,10549,4718,2260,1319,911,676,435,368,785,793,847,1736,-0.567707,0.941746,104494,99.5341,1.09676,807.015,0.026215,517848,143.243,8951,4,4814,751,508,2,18,13,674,948,536,30,4,0,758,5849,4,1407,0,0,0,7,1,407414,4161,76578,199,751,95,2,5,413263,Acer-negundo
0.366114,2235,587,9,8,581,0.311955,0.082534,400862,21834,20199,17914,15099,7933,3795,2070,1486,884,549,486,959,841,684,904,-0.682459,0.997995,91870.4,80.2497,1.57602,750.021,0.001045,449506,120.159,21919,0,20027,746,823,5,63,4,1093,2206,1012,45,88,9,1684,6851,134,14018,7,0,0,378,32,452028,1093,90274,505,753,1376,5,13,458879,Acer-negundo
0.375538,1671,486,10,1,496,0.54881,0.082878,315726,28980,25041,20410,15729,6760,3266,1719,1270,864,418,413,877,815,691,983,-0.662491,0.997474,92213,89.8544,1.68418,732.114,0.001121,434809,129.486,22238,2,21016,972,553,12,82,11,670,1302,623,62,42,3,1153,6018,70,16224,20,0,1,129,9,381851,747,91830,625,992,789,12,13,387869,Acer-negundo
0.343521,1485,329,35,2,387,0.819456,0.079052,236741,27008,22869,19325,16313,8266,4044,2033,1619,810,439,387,835,747,682,1469,-0.64453,0.997113,93811.4,114.881,1.79331,727.668,0.001055,433341,159.667,17137,5,10492,890,560,39,15,35,692,1348,649,39,22,4,828,5541,1,4830,2,0,3,116,34,328976,5423,88612,50,892,350,39,15,334517,Acer-negundo
0.225383,1704,428,16,5,442,0.196084,0.112796,343075,22336,21798,19138,15524,7353,3721,2112,1453,703,430,436,823,864,759,1300,-0.512141,0.939906,104167,98.6571,1.42507,758.366,0.026148,473810,139.049,18221,9,11302,791,525,12,62,5,674,1100,502,60,29,0,623,5711,168,6563,2,0,0,18,2,379657,8141,100181,856,793,728,12,7,385368,Acer-negundo
0.282576,1293,495,13,1,511,0.823736,0.011276,209391,29367,24681,20136,15954,7048,3523,1898,1546,863,367,306,577,607,653,1604,-0.633629,0.997111,93723.7,116.472,1.87984,711.793,0.000956,420146,165.792,14781,1,7865,903,601,0,2,39,684,1345,632,37,0,0,738,5490,0,2970,4,0,6,175,22,298902,5382,95294,0,907,500,0,2,304392,Acer-negundo
0.268923,1718,467,15,4,481,0.078859,0.110051,291111,22892,20537,17066,13104,6542,3549,2146,1632,893,421,459,822,826,742,1532,-0.612982,0.979973,104969,99.4361,1.36285,770.575,0.016973,485622,140.548,17683,0,4615,883,467,1,67,5,737,1391,468,40,74,9,1001,5539,39,1022,6,0,1,294,6,352687,20436,70605,411,889,21,1,7,358226,Acer-negundo
0.234467,1263,675,13,8,677,0.064352,0.029941,335170,23163,18866,14983,12075,6060,3439,1871,1384,843,427,415,829,775,712,1934,-0.563864,0.961109,105528,107.065,1.33017,770.571,0.020462,486382,152.995,13512,2,4573,1032,404,65,152,6,597,1188,348,51,58,5,630,5747,65,1169,13,0,1,14,1,380796,12581,90442,784,1045,86,65,26,386543,Acer-negundo
0.231586,1476,442,20,1,472,0.500821,0.139296,234377,27507,24817,19544,14975,6846,3313,1802,1299,571,418,396,731,634,701,2887,-0.599594,0.977541,107537,129.132,1.39142,746.772,0.015865,468535,178.822,19413,0,2185,793,303,1,27,0,448,946,245,2,32,0,604,5044,5,467,6,0,2,55,2,307770,60080,36082,100,799,2,1,0,312814,Acer-negundo
0.39981,1747,589,8,6,585,0.72361,0.282411,387040,25629,21797,16404,11904,4586,2147,1180,1082,753,392,374,714,774,750,1756,-0.563859,0.951807,105423,96.3057,1.23269,770.099,0.024824,485814,133.961,11593,14,4403,793,578,0,18,0,623,1332,676,71,10,0,717,5900,7,1329,2,0,1,76,0,409973,8593,105394,189,795,72,0,9,415873,Acer-negundo
0.304628,1347,565,15,5,577,0.625174,0.151915,341961,20820,19497,15382,11485,5216,2673,1696,1174,652,412,379,765,782,654,1788,-0.588026,0.964268,105075,106.563,1.26516,778.049,0.021775,492388,146.893,12380,0,4080,672,498,0,37,1,693,1250,454,28,64,1,860,5607,28,1048,0,0,2,202,2,375912,8110,88061,360,672,45,0,1,381519,Acer-negundo
0.307494,1609,731,10,3,737,0.359405,0.129085,363515,23960,19730,15545,12301,6151,3027,1648,1207,787,473,487,925,866,659,1239,-0.607659,0.98103,104265,90.528,1.38929,772.024,0.01407,485898,135.195,13791,0,5379,990,508,2,111,0,706,1547,532,60,64,7,881,6000,409,2784,3,0,0,80,5,407466,13614,91323,1335,993,162,2,16,413466,Acer-negundo
0.442124,1678,437,9,5,437,0.241544,0.066597,344191,25280,21535,18715,15555,7597,3462,1807,1272,699,393,415,729,753,703,1063,-0.666511,0.99736,90100.5,83.3316,1.64851,733.843,0.00126,433322,120.581,22831,2,20347,733,572,0,14,12,713,1376,675,41,15,1,1218,6010,0,16184,0,0,0,121,24,412108,1139,89269,59,733,531,0,16,418118,Acer-negundo
0.397634,3406,850,62,42,882,0.084803,0.258341,137922,8720,9055,10081,11062,11402,9234,7003,7586,6440,2689,2274,4036,3482,3275,10073,-0.375686,0.948039,104168,610.716,2.88737,702.8,0.014009,427392,946.252,24760,16,11042,6724,1498,2,168,16,2193,5841,886,24,235,21,1927,10980,3,693,18,0,2,203,3,257445,64524,31746,383,6742,150,2,32,268425,Albizia-julibrissin
0.350669,2236,539,75,32,617,0.004638,0.105161,325469,3395,3225,3423,3696,3939,3880,3138,3557,3488,2084,1975,3579,3292,2843,11105,-0.399171,0.894741,105292,625.498,1.89992,793.927,0.030404,506960,966.854,20459,16,6257,4933,2681,0,5,12,2331,4970,2201,40,22,2,2031,10196,0,209,0,0,3,58,5,354606,44296,22426,20,4933,249,0,9,364802,Albizia-julibrissin
0.452824,3424,968,91,46,1050,0.053191,0.032843,174772,13436,14788,16528,17249,15336,10892,7950,8393,5185,1977,1895,3449,3006,2670,6827,-0.395894,0.973857,95958.8,426.546,3.24868,625.174,0.006147,356941,701.225,58877,10,28082,4977,1783,89,88,126,3193,4743,1291,28,59,7,3194,11691,0,4372,15,3,11,133,31,258889,62369,93742,85,4992,141,90,19,270580,Albizia-julibrissin
0.262795,3227,941,49,18,995,0.062075,0.017246,230503,9156,8340,8693,9160,9656,8285,6708,8994,7475,2443,2131,3600,3090,2667,7051,-0.438019,0.975806,99483.9,471.822,2.88405,711.001,0.009077,427486,746.829,46965,2,23709,5697,4511,0,29,3,4883,5843,2206,18,50,11,3530,10949,0,2044,40,0,33,675,44,320574,38896,65565,41,5737,164,0,30,331523,Albizia-julibrissin
